title,price,brand,type,years,milage,location,vehicle_type,url
Vario 150 2018 cash//credit,18950000.0,honda,vario-150,2019.0,25.000-30.000,"Bojongsari, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2018-old-iid-867005395
Vario 150 Hitam Doff Plat E Kuningan,15200000.0,honda,vario-150,2016.0,65.000-70.000,"Cilimus, Kuningan Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2016-iid-867004935
Kawasaki ninja RR 150,22000000.0,honda,vario-150,2015.0,15.000-20.000,"Rawalumbu, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-old-150-tahun-2015-iid-867004701
Vario 150 2018 Cibubur,18300000.0,honda,vario-150,2018.0,10.000-15.000,"Cileungsi, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/dijual-segera-vario-150-keyless-th-2018-harga-bisik2-aja-iid-867001972
dp 4.1 honda vario 150 cbs iss tahun 2020 cash dan kredit,21500000.0,honda,vario-150,2020.0,10.000-15.000,"Caringin, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-cashcredit-iid-866996648
"HONDA VARIO 150 ISS TAHUN 2020, SIAP PAKAI",21250000.0,honda,vario-150,2020.0,,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-iss-keyless-tahun-2020-full-ori-terawat-siap-pakai-iid-866993970
"Honda Vario F1 150, MURAH, pjk pjg srt lgkp  maaf sdh net ya",15900000.0,honda,vario-150,2019.0,0-5.000,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-keyless-remot-low-km-pjk-pjg-original-maaf-net-ya-iid-866993839
Di jual Honda Vario 150 new 2018,20500000.0,honda,vario-150,2018.0,25.000-30.000,"Pondok Gede, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-old-150-2018-dp-14-iid-866992357
PAKETAN BORE UP BEAT 130 cc,1700000.0,honda,vario-150,,,"Buahbatu (Margacinta), Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/ecu-juken-5-vario-150-pcx-keyless-iid-862169904
Vario 125 2013 full restorasi modifikasi,21000000.0,honda,vario-150,2018.0,25.000-30.000,"Jati Sampurna, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-old-150-2018-dp-14-iid-866992249
Vario old 150 2018 dp1.4,18500000.0,honda,vario-150,2018.0,25.000-30.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-old-150-2018-dp-14-iid-866991572
HONDA VARIO 125 CBS 2018 PROMO DP!!,16700000.0,honda,vario-150,2018.0,25.000-30.000,"Babakan Madang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-old-150-2018-dp-14-iid-866991434
Vario 150 led old,15000000.0,honda,vario-150,2018.0,25.000-30.000,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-old-150-2018-dp-14-iid-866991338
Vario 150 led old,15000000.0,honda,vario-150,2018.0,25.000-30.000,"Tapos, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-old-150-2018-dp-14-iid-866991227
vario 150 keyless 2018 bergaransi,19400000.0,honda,vario-150,2018.0,15.000-20.000,"Tapos, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-new-150-2018-dp-25-iid-866991079
Vario 125 new 2018 bt vario 150,18000000.0,honda,vario-150,2018.0,15.000-20.000,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-new-150-2018-dp-25-iid-866990973
HONDA VARIO 125 CBS 2018 PROMO DP!!,16700000.0,honda,vario-150,2018.0,15.000-20.000,"Babakan Madang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-new-150-2018-dp-25-iid-866990822
Jual Vario 150 keyles,18000000.0,honda,vario-150,2018.0,15.000-20.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-new-150-2018-dp-25-iid-866990704
dp 3.5 honda vario 150 cbs iss tahun 2020 cash dan kredit,20000000.0,honda,vario-150,2018.0,15.000-20.000,"Citeureup, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-new-150-2018-dp-25jt-iid-866990593
Honda New Vario 150 Keyless 2018 pajak panjang DKI,18450000.0,honda,vario-150,2018.0,15.000-20.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-new-150-2018-dp-25-iid-866990451
Jual Vario 150 keyles,18000000.0,honda,vario-150,2018.0,15.000-20.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-new-150-2018-dp25-iid-866990308
Jual Vario 150 Tahun 2019,19000000.0,honda,vario-150,2019.0,50.000-55.000,"Cileungsi, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/jual-vario-150-tahun-2019-iid-866986279
HONDA VARIO 150 KEYLESS 2020 CASH KREDIT BISA TT,22000000.0,honda,vario-150,2021.0,0-5.000,"Cileungsi, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-antik-iid-866978338
Honda Vario 150 thn 2015,15000000.0,honda,vario-150,2015.0,65.000-70.000,"Sukmajaya, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-matte-black-2015-iid-866976223
Vario 125 cbs nominus,16950000.0,honda,vario-150,2019.0,5.000-10.000,"Parung Panjang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2019-kualitas-bagus-cash-credit-iid-866975839
Vario 150 2018 samsat soreang ss kumplit bisa tt credit srius tlpn wa,20950000.0,honda,vario-150,2020.0,0-5.000,"Katapang, Bandung Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2018-samsat-soreang-ss-kumplit-bisa-tt-credit-srius-tlpn-wa-iid-866968470
Vario 150 2018 samsat soreang ss kumplit bisa tt credit srius tlpn wa,20950000.0,honda,vario-150,2020.0,0-5.000,"Margahayu, Bandung Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2018-samsat-soreang-ss-kumplit-bisa-tt-credit-srius-tlpn-wa-iid-866968402
Vario 150 2018 samsat soreang ss kumplit bisa tt credit srius tlpn wa,20950000.0,honda,vario-150,2020.0,0-5.000,"Soreang, Bandung Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2018-samsat-soreang-ss-kumplit-bisa-tt-credit-srius-tlpn-wa-iid-866968361
DP CUMA 1 JUTA AJA HONDA VARIO 150 ESP TH 2017,16500000.0,honda,vario-150,2017.0,10.000-15.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/gress-unit-dp-1-juta-honda-vario-esp-150-th-2017-iid-866965397
Vario 150 2017 cash or credit proses cuma 1 hari,16800000.0,honda,vario-150,2018.0,5.000-10.000,"Cilodong, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2017-kredit-cukup-ktp-kk-saja-bosku-iid-866964995
New Vario 150 keyless Th. 2020,21000000.0,honda,vario-150,2019.0,25.000-30.000,"Bogor Barat - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-cepat-new-vario-150-th2019-murah-iid-866959731
Vario 150 Esp ISS 2015,15500000.0,honda,vario-150,2015.0,45.000-50.000,"Andir, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-tahun-2015-mannga-iid-866953513
"Vario 150, Keyless, 2019, km Rendah",20000000.0,honda,vario-150,2018.0,30.000-35.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/jual-vario-150-keyles-iid-866945033
VARIO 150 TH. 2020 MERAH,22500000.0,honda,vario-150,2018.0,5.000-10.000,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-plat-malang-km-10-rb-iid-866918621
Vario 150 Plat Malang Istimewa Km rendah,18900000.0,honda,vario-150,2018.0,5.000-10.000,"Bekasi Barat, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2018-mesin-gress-km-11-rb-iid-866918512
Honda Vario 150 CBS ISS Thn 2017 Pajak Panjang Siap Pakai,16800000.0,honda,vario-150,2018.0,5.000-10.000,"Bekasi Barat, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-plat-malang-istimewa-km-rendah-iid-866918369
Honda Vario 150 2020 CBS,19800000.0,honda,vario-150,2020.0,15.000-20.000,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2020-mesin-ori-iid-866917898
Honda Vario 150 tahun 2018 akhir December,18700000.0,honda,vario-150,2018.0,15.000-20.000,"Jatiasih, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-new-2018-iid-866900703
SALE GILA DP 1 JT HONDA VARIO 150 ESP EXCLUSIVE TH 2017,16500000.0,honda,vario-150,2017.0,10.000-15.000,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/best-deal-dp-1-juta-honda-vario-150-th-2017-iid-866886825
Honda Vario 150 cc th 2018,18500000.0,honda,vario-150,2018.0,20.000-25.000,"Bekasi Barat, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-th-2018-iid-866873369
honda vario 150 istimewa,18500000.0,honda,vario-150,2019.0,30.000-35.000,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2019-white-favorite-iid-866871792
HONDA VARIO 150 KEYLES 2020,21800000.0,honda,vario-150,2019.0,15.000-20.000,"Sukmajaya, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-keyless-merah-doff-iid-866869883
Honda vario 150 th 2020 gress,22650000.0,honda,vario-150,2020.0,10.000-15.000,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-th-2020-merah-iid-866865719
Vario 150 taun 2020,17600000.0,honda,vario-150,2017.0,35.000-40.000,"Baleendah, Bandung Kab., Jawa Barat",bike,https://www.olx.co.id/item/for-sale-vario-150-black-doff-iid-866865150
Honda Vario 150 2017,17750000.0,honda,vario-150,2016.0,50.000-55.000,"Sukajadi, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-iid-866864608
Honda vario 150'2019.cash/credIt,20950000.0,honda,vario-150,2019.0,10.000-15.000,"Tapos, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-pemilik-pertama-pinjam-ktp-bisa-iid-866862564
Dijual cepat Honda Vario 125 tahun 2020,19000000.0,honda,vario-150,2020.0,5.000-10.000,"Telukjambe Timur, Karawang Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-sporty-red-kondisi-9999-mulus-7715-kmno-minus-iid-866852415
Honda vario 150 hitam th 2018 cari mokas langsung ke jogyamotor,18950000.0,honda,vario-150,2018.0,,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-new-model-th-2018-cari-mokas-langsung-ke-jogyamotor-iid-866849583
Honda vario 150 2018 cash/credit,18950000.0,honda,vario-150,2018.0,,"Bojongsari, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-hitam-new-model-2018-cash-or-kredit-harga-bersahabat-iid-866849498
Honda vario 150 2018,18950000.0,honda,vario-150,2018.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-hitam-new-model-th-2018-body-mesin-ok-iid-866849318
Jual Vario 150 keyles,18000000.0,honda,vario-150,2018.0,15.000-20.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2018-new-iid-866849311
honda vario 150 hitam new model th 2018 mesin body terawat,18950000.0,honda,vario-150,2018.0,,"Gunung Sindur, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-hitam-new-model-th-2018-body-mesin-mulus-iid-866849242
honda vario 150 hitam new model th 2019 body mesin terawat,20650000.0,honda,vario-150,2018.0,,"Gunung Sindur, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-hitam-new-model-th-2018-mesin-body-terawat-iid-866848297
dp 4.1 honda vario 125 cbs iss tahun 2021  cash dan kredit,20500000.0,honda,vario-150,2021.0,5.000-10.000,"Bogor Selatan - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2021-mulus-no-minus-iid-866845688
Vario 150 tahun 2019 cash dan kredit,20000000.0,honda,vario-150,2021.0,0-5.000,"Cibungbulang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2021-mulus-cash-dan-kredit-iid-866844349
Honda Vario 150 keyles th 2019 bisa cash dan kredit,18850000.0,honda,vario-150,2019.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-keyles-2019-kredit-cash-bergaransi-iid-866840213
Honda vario 150 th 2020 hanya jogyamotor,22650000.0,honda,vario-150,2021.0,5.000-10.000,"Bojongsari, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-new-vario-150-th-2021-dp-4500-iid-866831169
Honda vario 150  2019,20950000.0,honda,vario-150,2019.0,5.000-10.000,"Parung, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2019-mulus-mesin-trjamin-siap-pake-iid-866830477
Dicari dibeli Vario 150 2018,17777777.0,honda,vario-150,2018.0,5.000-10.000,"Antapani (Cicadas), Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/dicari-dibeli-vario-150-2018-iid-866829657
Jual Motor Vario 150 2021,21000000.0,honda,vario-150,2022.0,0-5.000,"Kiaracondong, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/dicari-dibeli-vario-150-2022-vario-150-2021-iid-866829435
Dicari dibeli Vario 150 2018,18888888.0,honda,vario-150,2018.0,5.000-10.000,"Coblong, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/dicari-dibeli-vario-150-2018-iid-866829069
Honda Vario 150,15500000.0,honda,vario-150,2017.0,60.000-65.000,"Lengkong, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-2017-150-tinggal-pake-iid-866826533
Vario 125 new 2018 bt vario 150,18000000.0,honda,vario-150,2018.0,15.000-20.000,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2018-dp-mulai-dari-25jt-iid-866824162
Cash/Credit murah Garansi Vario 150 Kyles 2018 pjk pnjng,19200000.0,honda,vario-150,2018.0,15.000-20.000,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2018-dp-25jt-iid-866823731
Dicari dibeli Vario 150 2022 Vario 150 2021,22222222.0,honda,vario-150,2019.0,15.000-20.000,"Regol, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-vario-150-abu2-iid-866814486
Vario 150 2018 kredit dp 1.5jt,17000000.0,honda,vario-150,2018.0,5.000-10.000,"Medan Satria, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2018-garansi-mesin-3-bulan-cash-credit-iid-866797215
Jual ECU racing BRT juken 5+,900000.0,honda,vario-150,,,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/ecu-vario-150-keyles-iid-866794093
Jual Honda Vario 150 Tahun 2020,22750000.0,honda,vario-150,2019.0,20.000-25.000,"Megamendung, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/jual-vario-150-2019-iid-866790287
Jual Honda Vario 150 Tahun 2020,22750000.0,honda,vario-150,2019.0,20.000-25.000,"Megamendung, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/jual-vario-150-2019-iid-866790287
"( Honda Vario 150 tahun 2017 proses cepat boss kuhh cash credit,)",16500000.0,honda,vario-150,2018.0,5.000-10.000,"Leuwisadeng, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2018-proses-1hari-cash-credit-iid-866785450
Honda vario 150 2019 merah,22000000.0,honda,vario-150,2019.0,15.000-20.000,"Tajurhalang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2019-keyless-iid-866781907
forsale motor honda vario 125 th.2017 cash/credit,14950000.0,honda,vario-150,2017.0,5.000-10.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2017-cash-or-credit-proses-cuma-1-hari-iid-866777497
honda vario led 125 thn 2017 pajak panjang siap pakai,14750000.0,honda,vario-150,2017.0,35.000-40.000,"Bekasi Timur, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2017-iid-866773738
Honda vario 150,19900000.0,honda,vario-150,2021.0,5.000-10.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-mesin-terjamin-hrga-mumet-banget-iid-866761898
Vario 150 mulus mesin terwat siap pake no minus,22900000.0,honda,vario-150,2021.0,0-5.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-mesin-terwat-siap-pake-iid-866761695
Honda vario 150 2019 keyless // dp 2juta,20000000.0,honda,vario-150,2021.0,5.000-10.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-mesin-terjamin-dan-bergaransi-iid-866761456
HONDA VARIO TAHUN 2018,19000000.0,honda,vario-150,2018.0,15.000-20.000,"Ciomas, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2018-hitam-bergaransi-mesin-iid-866756046
Honda Vario 150 2020 CBS,19800000.0,honda,vario-150,2020.0,,"Bojongsari, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/motor-vario-second-150-2020-iid-866751547
Honda Vario 150 Keyless Merah Doff,19750000.0,honda,vario-150,2020.0,,"Tapos, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-keyles-2020-iid-866751529
Honda vario 150 2019 merah,22000000.0,honda,vario-150,2019.0,10.000-15.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2019-warna-cakep-unit-mulus-dan-bergaransi-iid-866745573
VARIO 150 TH. 2020 MERAH,22500000.0,honda,vario-150,2020.0,30.000-35.000,"Limo, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2020-keyless-iid-866743906
Pelk set new vario 125/150,1350000.0,honda,vario-150,,,"Purwakarta, Purwakarta Kab., Jawa Barat",bike,https://www.olx.co.id/item/pelk-set-new-vario-125150-iid-866735838
Honda Vario tecno 150 2016,14000000.0,honda,vario-150,2016.0,60.000-65.000,"Campaka, Purwakarta Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-tecno-150-2016-iid-863870421
Di Jual Moror Vario 150 Istimewa,16000000.0,honda,vario-150,2016.0,30.000-35.000,"Gedebage, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/di-jual-vario-150-istimewa-iid-866727852
Honda Vario 150 thn 2015,15000000.0,honda,vario-150,2015.0,45.000-50.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-exclusive-tahun-2015-iid-863872445
New Vario 150 keyless Th. 2020,21000000.0,honda,vario-150,2020.0,25.000-30.000,"Bogor Barat - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-keyless-2020-iid-866706137
DP 1 JT HONDA VARIO 150 ESP EXCLUSIVE TH 2017,16500000.0,honda,vario-150,2017.0,10.000-15.000,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/terlaris-dp-1-jt-honda-vario-150-esp-exclusive-th-2017-iid-866704202
Honda vario 150 2019 cash/credit,20950000.0,honda,vario-150,2019.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-hitam-new-model-th-2019-body-mesin-mulus-iid-866689015
VARIO 125 TH 2019,18500000.0,honda,vario-150,2019.0,,"Gunung Sindur, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-hitam-new-model-th-2019-body-mesin-terawat-iid-866688948
Vario 150 warna cakep siap pake mulus unit trjamin,23700000.0,honda,vario-150,2019.0,10.000-15.000,"Babakan Madang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-warna-cakep-siap-pake-dp-3-jt-iid-866678377
HONDA VARIO 125 CBS ISS CESH&amp;CREDIT,19000000.0,honda,vario-150,2016.0,75.000-80.000,"Serang Baru, Bekasi Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-cbs-tahun-2016-warna-hitam-doff-iid-866678149
Vario 150 2018 cash//credit,18950000.0,honda,vario-150,2018.0,,"Parung, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2018-cashcredit-iid-866670147
Honda vario 150 2018 cash/credit,19650000.0,honda,vario-150,2018.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2018-iid-866670011
Vario 150 mulus warna cakep siap pake DP 3 jt,20500000.0,honda,vario-150,2021.0,5.000-10.000,"Babakan Madang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-warna-cakep-siap-pake-mulus-unit-trjamin-iid-866663776
Vario 150 warna cakep siap pake mulus unit trjamin,23700000.0,honda,vario-150,2021.0,5.000-10.000,"Babakan Madang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-warana-cakep-unit-mulus-mesin-terjamin-iid-866663178
Vario 150 2021 mulus siap pake no minus(putra tunggal motor),24300000.0,honda,vario-150,2021.0,5.000-10.000,"Babakan Madang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mash-mulus-siap-pake-no-minusputra-tunggal-motor-iid-866662090
HONDA VARIO 150 TH 2018,19000000.0,honda,vario-150,2018.0,80.000-85.000,"Bekasi Utara, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-vario-150-old-2018-iid-866661758
Vario 150 keyless 2020,22000000.0,honda,vario-150,2020.0,30.000-35.000,"Ciomas, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/new-vario-150-keyless-th-2020-iid-866655051
Honda Vario 150 CBS ISS PJK pjng,15000000.0,honda,vario-150,2015.0,45.000-50.000,"Cimahi Tengah, Cimahi Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-cbs-iss-150-tahun-2015-siap-pake-iid-866649252
Knalpot R9 vario 150,1250000.0,honda,vario-150,,,"Sukaraja, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/bore-up-set-63-vario-150-brt-iid-866639664
HONDA VARIO 150 KEYLES 2019,19500000.0,honda,vario-150,2019.0,20.000-25.000,"Bogor Selatan - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-keyles-2019-iid-866635727
HONDA VARIO 150 KEYLES 2020,21500000.0,honda,vario-150,2020.0,15.000-20.000,"Bogor Selatan - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-keyles-2020-f-kota-iid-866635542
Vario 150 tahun 2016,15500000.0,honda,vario-150,2016.0,65.000-70.000,"Cilimus, Kuningan Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-hitam-doff-plat-e-kuningan-iid-866633217
Beat Street 2021,16500000.0,honda,vario-150,,,,bike,https://www.olx.co.id/item/vario-150-tahun-2015-iid-866629320
Honda vario 150 2021,18300000.0,honda,vario-150,2015.0,55.000-60.000,"Cibeunying Kaler, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2015-iid-866628893
Honda vario 150 2019 cash/credit,20950000.0,honda,vario-150,2019.0,5.000-10.000,"Limo, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2019-kualitas-bagus-cash-credit-iid-866614853
DP vario 150 2017 DP hanya 1 juta aja,17800000.0,honda,vario-150,2017.0,90.000-95.000,"Jonggol, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-cc-warna-putih-iid-866602435
Dicari dibeli Vario 150 2018,17777777.0,honda,vario-150,2019.0,Individu,"Cibeunying Kidul, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/dicari-vario-150-keyless-iid-866601984
DP 1 JT HONDA VARIO 150 CC TH 2017,16500000.0,honda,vario-150,2017.0,10.000-15.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/potongan-dp-dp-cuma-1-jt-honda-vario-150-th-2017-iid-866591249
Di jual vario 150 Istimewa,16000000.0,honda,vario-150,2016.0,30.000-35.000,"Gedebage, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/di-jual-moror-vario-150-istimewa-iid-866576222
New Vario 150 keyless Th. 2020,21000000.0,honda,vario-150,2020.0,5.000-10.000,"Dramaga, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2020-mulus-no-minus-iid-866572685
VARIO NEW 150 2019 DP HANYA 2JT,19750000.0,honda,vario-150,2019.0,10.000-15.000,"Ciomas, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-cash-dan-kredit-iid-866569339
"Vario 150, Keyless, 2019, km Rendah",20000000.0,honda,vario-150,2021.0,0-5.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-km-sangat-rendah-siap-pake-iid-866562396
Honda vario 150cc dp mulai 2jt an,19800000.0,honda,vario-150,2019.0,Diler,"Cileungsi, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-dp-mulai-2jt-an-iid-866562290
Vario 150 2021 mulus warna cakep abis siap pake,23500000.0,honda,vario-150,2021.0,5.000-10.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-siap-pake-warna-cakep-iid-866561956
Honda vario 150 2019 cash/credit,19650000.0,honda,vario-150,2019.0,,"Parung, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2019-cashcredit-iid-866561086
Vario 150 2021 mulus warna cakep abis siap pake,23500000.0,honda,vario-150,2021.0,0-5.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-siap-pake-warna-cakep-unit-brgrnasi-iid-866560957
Honda vario 150 2019 cash/credit,20950000.0,honda,vario-150,2019.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2019-cashcredit-iid-866560856
Honda vario 150,19900000.0,honda,vario-150,2021.0,5.000-10.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-siap-pake-mulus-dan-bergransi-iid-866560728
Xabre tahun 2016 surat komplit plat 2025 sehat ban baru visor baru,12000000.0,honda,vario-150,2015.0,20.000-25.000,"Indramayu, Indramayu Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2015-mahal2-sekarang-harga-wajar-saja-iid-866553018
Honda Vario 150 2016,15000000.0,honda,vario-150,2017.0,10.000-15.000,"Jati Sampurna, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/terlaris-dp-1-jt-honda-vario-150-tahun-2017-iid-866520270
Honda CBR 150 Led 2017 Bogor Kab merah putih Cash/kredit KK + KTP aja,19700000.0,honda,vario-150,2017.0,5.000-10.000,"Jonggol, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/dp-vario-150-2017-dp-hanya-1-juta-aja-iid-866518283
