title,price,brand,type,years,milage,location,vehicle_type,url
Jual Honda Beat pop 2015,9000000.0,honda,beat,2015.0,10.000-15.000,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-pop-2015-iid-867348357
Honda beat deluxe 2020,14700000.0,honda,beat,2020.0,10.000-15.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-eco-delux-thn-2020-jarang-pake-bs-tt-iid-867347539
Jual cepat beat street 2017,13500000.0,honda,beat,2017.0,40.000-45.000,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-street-th-2017-pajak-hidup-iid-866735887
Honda Beat Pop th 2017 pajak hidup panjang,9950000.0,honda,beat,2015.0,45.000-50.000,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-pop-th-2015-b-dki-iid-866905384
Honda beat esp 2016 akhir,9500000.0,honda,beat,2015.0,35.000-40.000,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-2015-esp-pajak-hidup-panjang-iid-867183896
Honda Beat Pop th 2015 B Dki,8950000.0,honda,beat,2017.0,40.000-45.000,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-pop-th-2017-pajak-hidup-panjang-iid-867293290
Beat injeksi 2014. Murah.. Jual santai aja. Cek deskripsi,5000000.0,honda,beat,2014.0,Individu,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-2014-injeksi-murah-tinggal-pakai-cek-deskripsi-iid-867345817
Honda beat street tahun 2018 pajak hidup,12800000.0,honda,beat,2018.0,,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-street-tahun-2018-pajak-hidup-iid-867345668
Jual/tt Honda beat Surat lengkap mesin joss pajak Hidup,5850000.0,honda,beat,2008.0,0-5.000,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jualtt-honda-beat-surat2-lengkap-mesin-joss-iid-867345477
Jual/Tt Honda beat Surat2 lengkap mesin joss,5800000.0,honda,beat,2008.0,0-5.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jualtt-honda-beat-surat2-lengkap-mesin-joss-iid-867345430
Jual/Tt Honda beat Surat lengkap mesin joss,5750000.0,honda,beat,2008.0,0-5.000,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jualtt-honda-beat-surat2-lengkap-mesin-joss-iid-867345383
Jual/tt Honda beat Surat lengkap mesin joss pajak Hidup,5850000.0,honda,beat,2008.0,0-5.000,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jualtt-honda-beat-surat2-lengkap-mesin-joss-iid-867345333
Jual/Tt Honda beat 010 Surat2 lengkap mesin joss,5650000.0,honda,beat,2008.0,0-5.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jualtt-honda-beat-surat2-lengkap-mesin-joss-iid-867345256
Honda Beat cbs th 2013 surat komplit pajak off 1x plt Tangsel,8300000.0,honda,beat,2013.0,45.000-50.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-fi-th-2013-surat-komplit-pajak-mati-1-th-plt-tangsel-iid-867344686
Honda beat th 2018 dp kredit 2 jt,14000000.0,honda,beat,2018.0,10.000-15.000,"Kalideres, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-typecbs-bln-6-th-2018-pajak-on-smp-juni-2023-iid-867344583
Honda Beat fi th 2013 surat komplit pajak mati 1 th plt Tangsel,8300000.0,honda,beat,2013.0,45.000-50.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-cbs-th-2013-surat-komplit-pajak-off-1x-plt-tangsel-iid-867344562
Beat PGM F1 Injeksi Plat 2026 Lampu LED Full Ori Repsol Mulus Blh tt,8250000.0,honda,beat,2015.0,25.000-30.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-plat-2026-mesin-stater-halus-body-mulus-full-ori-blh-tt-iid-867343259
Honda beat sporty CBS ISS tahun 2018,12650000.0,honda,beat,2018.0,25.000-30.000,"Ciracas, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-pop-cbc-iss-iid-867341044
Honda Beat 2014 Pajak Hidup,8900000.0,honda,beat,2014.0,20.000-25.000,"Senen, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-2014motor-tua-rasa-muda-iid-867340567
Yamaha Aerox Awal Mesin Halus Istimewa Full Ori Stater Hdp Mulus Blhtt,7950000.0,honda,beat,2010.0,25.000-30.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-pjk-hdp-mesinhalusskl-istimewa-bodymulus-full-ori-staterhdp-blhtt-iid-867340342
[GRATIS SPAREPARTS] Kredit/Cash Honda Beat Cw FI 2019 Hitam.,12300000.0,honda,beat,2019.0,5.000-10.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-honda-beat-cw-2019-iid-867340246
HONDA BEAT ECO 2016 cbs iss,9850000.0,honda,beat,2017.0,15.000-20.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-eco-esp-cbs-2017-iid-867336593
Honda Beat Karbu 2008,8000000.0,honda,beat,2010.0,125.000-130.000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-karbu-nano-coating-iid-867334117
Beat pop beli dari baru 2016,10500000.0,honda,beat,2015.0,10.000-15.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-pop-istimewa-km-rendah-iid-867334040
Honda beat ISS 2020 tgn1 dari baru istimewa kyk baru100%asli ori,15650000.0,honda,beat,2020.0,15.000-20.000,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-eco-2020-tgn1-dari-baru-full-orisinil-100-gress-asli-iid-867332235
Honda beat ISS 2020 tgn1 dari baru istimewa kyk baru100%asli ori,15650000.0,honda,beat,2021.0,15.000-20.000,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-2021-tgn1-dribaru-istimewa-kyk-baru-100-tanpa-cacat-iid-867331644
Saya ingin menjual motor beat tahun 2012 dengan kondisi normal,7500000.0,honda,beat,2012.0,0-5.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-beat-karbu-2012-iid-867330845
"Honda beat street 2021,surat lengkap,km low,pajak hidup",16900000.0,honda,beat,2021.0,5.000-10.000,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dp-murah-honda-beat-2021surat-lengkappajak-hidup-iid-867329433
"Honda beat street 2021,surat lengkap,km low,pajak hidup",16900000.0,honda,beat,2021.0,5.000-10.000,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-street-2021surat-lengkapfull-oroginal-pabrikkm-low-iid-867329326
(gebyar DP murah) Beat 2021 cash credt,16000000.0,honda,beat,2019.0,5.000-10.000,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/gebyar-dp-murah-beat-2019-cash-credt-iid-867329303
(yukk DP murah) Beat 2021 cash credt,15800000.0,honda,beat,2019.0,5.000-10.000,"Makasar, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yukk-dp-murah-beat-2019-cash-credt-iid-867329259
"HONDA BEAT STREET 2021,SURAT LENGKAP,FULL OROGINAL PABRIK,KM LOW",16900000.0,honda,beat,2021.0,5.000-10.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-2021surat-lengkapfull-original-pabrikkm-low-iid-867329229
(heboh DP sngt murah) Beat 2021 cash credt,15800000.0,honda,beat,2019.0,5.000-10.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/heboh-dngn-dp-sngt-murah-beat-2019-cash-credt-iid-867329202
(promo heboh DP murah) beat 2021 cash credt,15800000.0,honda,beat,2021.0,5.000-10.000,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/heboh-dp-murmer-beat-2021-cash-cref-iid-867329126
Beat street th 2021,16350000.0,honda,beat,2021.0,5.000-10.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/di-jual-honda-beat-street-2021surat-lengkappajak-hidupkm-low-iid-867329090
(DP termurah yukk gass) beat 2021 cash credt,16000000.0,honda,beat,2021.0,5.000-10.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yukk-dp-murah-beat-2021-cash-credt-iid-867329047
(DP termurah yukk gass) beat 2021 cash credt,16000000.0,honda,beat,2021.0,5.000-10.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/heboh-yukk-dp-murah-beat-2021-cash-cred-iid-867328986
(hanya diskm DP murah) Beat 2021 cash credt,15800000.0,honda,beat,2021.0,5.000-10.000,"Makasar, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/gas-dp-murah-beat-2021-cash-credt-iid-867328913
(lngsng gass DP 2jt) beat 2021 cash credt,15800000.0,honda,beat,2021.0,5.000-10.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dp-2jt-free-ongkir-beat-2021-cash-credt-iid-867328794
HONDA BEAT KARBU,7000000.0,honda,beat,2011.0,35.000-40.000,"Ciracas, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-karbu-paket-ganteng-iid-867328499
Honda Scoopy carbu tahun 2012,8500000.0,honda,beat,2012.0,20.000-25.000,"Sawah Besar, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-2012-carbu-74-iid-867328424
(( SIAP KIRIM GAPERLU INDEN DP 3JT‼️)) NEW HONDA BEAT STREET TH 2020 !,16800000.0,honda,beat,2022.0,0-5.000,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/gaperlu-indenn-low-km-2k-dp-43jt-new-honda-beat-street-th-2022-iid-867327805
"HONDA BEAT TH 2021 DP 3,8JT ONLY PAJAK ON BARANG SUPER MEWAH",17800000.0,honda,beat,2021.0,0-5.000,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/gaperlu-inden-type-deluxe-dp-38jt-all-new-beat-deluxe-th-2021-iid-867327670
"(( FLASH SALE PROMO DP 2,5JT‼️)) NEW HONDA BEAT CBS TH 2019 LIKE NEW !",15800000.0,honda,beat,2019.0,0-5.000,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/flash-sale-promo-dp-25jt-new-honda-beat-cbs-th-2019-like-new--iid-867327557
Honda Beat 2018,10200000.0,honda,beat,2018.0,15.000-20.000,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-tahun-2018-iid-867324601
Segera dijual cash dan kredit Honda Beat fi 2018,13950000.0,honda,beat,2018.0,15.000-20.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-eco-tahun-2018-iid-867323924
JUAL KENALPOT ROB1 BEAT,1150000.0,honda,beat,,,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/velg-matic-honda-genio-beat-vario110-iid-867323506
Honda Beat Street 2019,16000000.0,honda,beat,2019.0,5.000-10.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-honda-beat-street-2019-hitam-low-km-75-pajak-panjang-2023-iid-867323167
Jual Honda beat 2014 putih murah,8600000.0,honda,beat,2014.0,20.000-25.000,"Makasar, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-2014pajak-belum-bayar-2tahun-kelistrikan-normal-iid-867322771
HONDA BEAT CBS 2016,9900000.0,honda,beat,2016.0,75.000-80.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-beat-2016-biru-pajak-hidup-iid-867321969
jual beat 2013 cbs,8000000.0,honda,beat,2020.0,,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/genio-cbs-2020-murmer-modif-jual-cepat-bs-tt-beat-scoopy-iid-865514454
HONDA BEAT KARBU 2009 WARNA PINK,7700000.0,honda,beat,2014.0,90.000-95.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-hijau-muda-iid-867321204
(proses 1hari DP murah) Beat 2021 cash credt,15800000.0,honda,beat,2021.0,5.000-10.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dp-angsrn-termurah-beat-2021-cash-credt-iid-867318595
Vario 125 2013 Idling Stop,10800000.0,honda,beat,2019.0,40.000-45.000,"Kalideres, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-2019-iss-idling-stop-lengkap-pajak-off-2x-jual-12000000-iid-867318550
(DP termurah proses 1hari) Beat 2019 cash credt,14200000.0,honda,beat,2021.0,5.000-10.000,"Matraman, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/proses-1hari-dp-murah-beat-2021-cash-credt-iid-867318464
Jual cepat Honda Beat Eco 2017,10500000.0,honda,beat,2017.0,0-5.000,"Tanah Abang, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jualtt-honda-beat-eco-surat-lengkap-mesin-joss-iid-867317721
(lngsng gass DP murah) Beat 2021 cash credt,16200000.0,honda,beat,2019.0,5.000-10.000,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/lngsng-gass-dp-murah-beat-2019-cash-credt-iid-867317548
Dijual Honda Beat 2011 pajak Hidup Daerah Pasar Minggu,7850000.0,honda,beat,2011.0,25.000-30.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-carbu-2011-orisinil-iid-867315824
"Honda Beat Fi  2016, siap pakai pajak panjang",11000000.0,honda,beat,2016.0,20.000-25.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/vario-110-fi-advance-2016-2017-pajak-panjang-original-full-tt-beat-iid-867146191
"Honda Beat Fi  2016, siap pakai pajak panjang",11000000.0,honda,beat,2014.0,75.000-80.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-2014-fi-stater-kasar-iid-867312810
** HINDA BEAT STREET TH 2020 DP 3 JT **,16800000.0,honda,beat,2020.0,5.000-10.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-street-2020-iid-867312217
Honda beat street plat E,14900000.0,honda,beat,2021.0,10.000-15.000,"Sawah Besar, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-street-gres-iid-867311017
Honda beat echo tahun 2017.,12450000.0,honda,beat,2017.0,30.000-35.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-tahun-2017-iid-867310730
Dijual Honda Beat Eco CBS iss Tahun 2019,13900000.0,honda,beat,2019.0,10.000-15.000,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-eco-cbs-iss-istimewa-2019-iid-867310469
HONDA BEAT FI ESP 2015 pajak panjang/B.dki,10500000.0,honda,beat,2014.0,30.000-35.000,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-fi-2014-pajak-panjangbdki-iid-867309940
BEAT DELUXE 2020 (BISA TT(,13900000.0,honda,beat,2020.0,30.000-35.000,"Setia Budi, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-beat-deluxe-warna-black-iid-867308866
HONDA BEAT FI ESP 2015 pajak panjang/B.bekasi kota,10300000.0,honda,beat,2015.0,25.000-30.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-esp-iss-2015-grezz-pajak-hidup-iid-867308647
HONDA BEAT TAHUN 2017 TIPE CBS ISS KM 14 RB,14450000.0,honda,beat,2018.0,35.000-40.000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-sporty-cbs-iss-tahun-2018-iid-867308037
Cari Honda beat,5000000.0,honda,beat,2010.0,70.000-75.000,"Palmerah, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-cepat-honda-beat-2010-ss-lengkap-murah-iid-867307417
Cari Honda beat,5000000.0,honda,beat,2010.0,70.000-75.000,"Palmerah, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-cepat-honda-beat-2010-ss-lengkap-murah-iid-867307417
"Bismilah jual motor pakean sehari hari,  mulus,minus pemakaian aja",9500000.0,honda,beat,2017.0,5.000-10.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-motor-beat-pop-2017-iid-867307187
dijual honda beat karbu tahun 2009,6500000.0,honda,beat,2011.0,35.000-40.000,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-karbu-2011-iid-867306678
(GRESS UNIT) DP 1.3 HONDA BEAT CW FI TH 2019,13900000.0,honda,beat,2019.0,10.000-15.000,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/angsuran-ringan-dp-13-jura-honda-beat-cw-fi-th-2019-iid-867306662
DI JUAL RX SPESIAL.,8500000.0,honda,beat,2009.0,95.000-100.000,"Cilincing, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-karbu-istimewa-pajak-dan-stnk-off-2019-iid-867306039
honda beat eco cbs iss  2019,14680000.0,honda,beat,2019.0,10.000-15.000,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/free-helm-honda-beat-cbs-iss-2019-iid-867304189
Honda beat esp 2016 akhir,9500000.0,honda,beat,2016.0,15.000-20.000,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-pop-esp-cbs-iss-menawan-iid-867300163
HONDA BEAT TAHUN 2017 TIPE CBS ISS KM 14 RB,14450000.0,honda,beat,2019.0,10.000-15.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/low-km-honda-beat-iss-istimewa-2019-iid-867298515
"Beat Esp FI 2019 (DP 1,750Jt) Angsuran Ringan",14350000.0,honda,beat,2019.0,40.000-45.000,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-2019-f1-esp-iid-867295268
NEW BEAT CW FI 2020 GRESS Cash Kredit Bisa TT Cicilan CC 0%,16250000.0,honda,beat,2020.0,5.000-10.000,"Matraman, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/new-beat-cw-fi-2020-cash-kredit-bisa-tt-cicilan-cc-0-iid-867294940
Beat Streat 2020 mesin cakep lengkap bagus,16300000.0,honda,beat,2020.0,Diler,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-streat-2020-mesin-cakep-lengkap-bagus-iid-867294037
cash/credit motor honda beat fi th.2016,11950000.0,honda,beat,2017.0,,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/cashcredit-motor-honda-beat-fi-th2017-iid-867293583
cash/credit motor honda beat fi th.2018,13950000.0,honda,beat,2017.0,,"Sawah Besar, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/motor-honda-beat-fi-th2017-cashcredit-iid-867293392
Honda beat fi th 2017 hanya jogyamotor,12650000.0,honda,beat,2017.0,,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-cepat-motor-honda-beat-fi-th2017-cashcredit-iid-867293211
Honda beat pop esp CBS ISS indiling stop tahun 2015,9350000.0,honda,beat,2015.0,55.000-60.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-esp-setater-alus-tahun-2015-gres-iid-867292795
Beat 2020 pajak panjang bagus lengkap,15600000.0,honda,beat,2020.0,Diler,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-2020-lengkap-bagus-pajak-panjang-iid-867288138
motor honda beat street th.2018 cash/credit,13950000.0,honda,beat,2018.0,Diler,"Penjaringan, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-esp-2018-pajak-hidup-iid-867287061
HONDA BEAT FI ESP TH. 2018,14000000.0,honda,beat,2018.0,Diler,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-esp-2018-surat-surat-lengkap-iid-867286895
HONDA BEAT ESP 2018 KONDISI SIAP PAKAI,13300000.0,honda,beat,2018.0,Diler,"Kalideres, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-esp-2018-mesin-halus-iid-867286727
Honda beat esp 2016,10800000.0,honda,beat,2018.0,Diler,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-esp-2018-mesin-halus-iid-867286435
HONDA BEAT CBS ISS 2017 BEKAS RASA BARU  BAN MASIH BAWAAN PABRIK,14450000.0,honda,beat,2017.0,10.000-15.000,"Makasar, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-new-110cx-cbs-iss-barang-antik-km-rendah-bawaan-pabrik-iid-867285307
Honda Beat Karbu Tahun 2011,7350000.0,honda,beat,2011.0,5.000-10.000,"Kembangan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-karbu-minus-stnk-off-2-th-pelat-off-1-tahun-iid-867285201
Honda beat CBS ISS 2018 pjk dan ban baru,12650000.0,honda,beat,2018.0,20.000-25.000,"Kembangan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-cbs-2018-iid-867285172
motor honda beat fi th.2013 cash,8950000.0,honda,beat,2013.0,,"Tanjung Priok, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-fi-th2013-warna-biru-putih-iid-867285153
HONDA BEAT TAHUN 2017 TIPE CBS ISS KM 14 RB,14450000.0,honda,beat,2017.0,10.000-15.000,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-cbs-iss-idling-stop-tahun-2017-bekas-rasa-baru-iid-867285131
HONDA BEAT NEW CBS ISS 2017 GRES SEPERTI BARU,14450000.0,honda,beat,2017.0,5.000-10.000,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/beat-2017-cbs-iss-tahun-2017-istimewa-ban-masih-bawaan-pabrik-iid-867284833
Honda beat fi 2013,6300000.0,honda,beat,2018.0,Individu,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-fi-thn-2018-surat2-aman-iid-867284656
HONDA BEAT NEW CBS ISS 2017 GRES SEPERTI BARU,14450000.0,honda,beat,2017.0,5.000-10.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-tahun-2017-idling-stop-tipe-tertinggi-motor-kaya-baru-iid-867284526
(LOW KM) DP 900K YAMAHA MIO GEAR 125 CC TH 2021,14700000.0,honda,beat,2021.0,5.000-10.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gear-125-thun-2021-low-klmtr-8rb-bisa-tt-beat-soul-spacy-iid-859986044
HONDA BEAT TAHUN 2017 TIPE CBS ISS KM 14 RB,14450000.0,honda,beat,2017.0,10.000-15.000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-new-110cc-cbs-iss-gres-istimewa-seperti-baru-iid-867283757
HONDA BEAT CBS ISS IDLING STOP TAHUN 2017 BEKAS RASA BARU,14450000.0,honda,beat,2017.0,10.000-15.000,"Ciracas, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/honda-beat-tahun-2017-tipe-cbs-iss-km-14-rb-iid-867283573
