title,price,brand,type,transmission,milage,fuel,location,url
toyota rush (2018),Rp 220.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,20.000-25.000 Km,Bensin,"Bella Terra Lifestyle, Jl. Boulevard Raya No.kav 1, Klp. Gading Tim., 14240, Kelapa Gading, Kecamatan Kelapa Gading, Kota Jakarta Utara, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2014),Rp 149.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,45495 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2014),Rp 140.000.000,toyota,1.5 G Bensin,,,,"Serang, Serang Kota, Banten",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2018),Rp 215.000.000,toyota,1.5 G Bensin,Otomatis,41984 Km,Bensin,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2015),Rp 175.000.000,toyota,1.5 TRD Sportivo Bensin,Manual,90000 Km,Bensin,"Panongan, Tangerang Kab., Banten",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2021),Rp 252.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,25490 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2021),Rp 270.500.000,toyota,1.5 S GR Sport Bensin,Otomatis,6397 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
,,toyota,,,,,,https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
honda hr-v (2019),Rp 299.000.000,toyota,1.5 E Special Edition Bensin,Automatic Triptonic,15.000-20.000 Km,Bensin,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2021),Rp 249.000.000,toyota,1.5 S Bensin,Otomatis,4235 Km,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2015),Rp 162.000.000,toyota,1.5 TRD Sportivo Bensin,Manual,100.000-105.000 Km,Bensin,"Bursa Mobil Citra Raya Blok F No 3 Citra Raya Kelurahan Cikupa Kecamatan Pasar Kemis Tangerang Banten., Citra Raya, Kecamatan Pasar Kemis, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2018),Rp 209.000.000,toyota,S TRD Sportivo Luxury,Automatic,35.000-40.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2015),Rp 148.000.000,toyota,1.5 G Bensin,Automatic,45.000-50.000 Km,Bensin,"Karawaci, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
honda hr-v (2015),Rp 145.000.000,toyota,1.5 E Bensin,Otomatis,61836 Km,Bensin,"Mall Tamini Square. Jl Taman Mini 1 No.1, Pinang Ranti, Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2009),Rp 109.000.000,toyota,1.5 S Bensin,Otomatis,143139 Km,Bensin,"Mall Tamini Square. Jl Taman Mini 1 No.1, Pinang Ranti, Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2013),Rp 133.000.000,toyota,1.5 S Bensin,Otomatis,105257 Km,Bensin,"Jl Cempaka Putih Tengah II No 16 Cempaka Putih, Cempaka Putih, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2019),Rp 240.000.000,toyota,1.5 TRD Sportivo 7 Bensin,,,,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2018),Rp 219.000.000,toyota,1.5 TRD Sportivo 7 Bensin,Automatic,50.000-55.000 Km,Bensin,"Cibeber, Cilegon Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2008),Rp 105.000.000,toyota,1.5 S Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2018),Rp 210.000.000,toyota,1.5 G Bensin,Automatic,75.000-80.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2013),Rp 135.000.000,toyota,1.5 S Bensin,,,,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2019),Rp 225.000.000,toyota,1.5 TRD Sportivo 7 Bensin,Automatic,65.000-70.000 Km,Bensin,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2008),Rp 110.000.000,toyota,1.5 S Bensin,,,,"Karang Tengah, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2015),Rp 175.000.000,toyota,1.5 TRD Sportivo 7 Bensin,Manual,30000 Km,Bensin,"Pinang (Penang), Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
toyota rush (2017),Rp 175.000.000,toyota,1.5 G Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866197022
honda hr-v (2019),Rp 299.000.000,toyota,1.5 E Special Edition Bensin,Automatic Triptonic,15.000-20.000 Km,Bensin,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
mitsubishi pajero sport (2021),Rp 565.000.000,toyota,2.4 Dakar 4x2 Solar,Automatic Triptonic,5.000-10.000 Km,Diesel,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
honda hr-v (2019),Rp 299.000.000,toyota,1.5 E Special Edition Bensin,Automatic Triptonic,15.000-20.000 Km,Bensin,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
mitsubishi pajero sport (2021),Rp 600.000.000,toyota,2.4 Dakar 4x2 Solar,Otomatis,10000 Km,Diesel,"Serpong Utara, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
toyota rush (2017),Rp 194.000.000,toyota,1.5 TRD Sportivo 7 Bensin,Manual,38370 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
toyota rush (2021),Rp 271.000.000,toyota,1.5 S GR Sport Bensin,Otomatis,6397 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
toyota rush (2014),Rp 159.000.000,toyota,1.5 G Bensin,Manual,72726 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
toyota rush (2016),Rp 167.000.000,toyota,1.5 G Bensin,,,,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
toyota rush (2020),Rp 245.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,15.000-20.000 Km,Bensin,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
toyota rush (2017),Rp 185.500.000,toyota,1.5 TRD Sportivo Ultimo Bensin,,,,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
,,toyota,,,,,,https://www.olx.co.id/item/velgban-copotan-all-new-rush-4pcs-iid-866087493
toyota rush (2015),Rp 177.000.000,toyota,S TRD Sportivo Luxury,Automatic,40.000-45.000 Km,Bensin,"Pagedangan, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2022),Rp 290.300.000,toyota,,Manual,0-5.000 Km,Bensin,"Sepatan, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2015),Rp 162.000.000,toyota,1.5 S Bensin,Manual,103330 Km,Bensin,"Bursa Mobil Citra Raya Blok F No 3 Citra Raya Kelurahan Cikupa Kecamatan Pasar Kemis Tangerang Banten., Citra Raya, Kecamatan Pasar Kemis, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2017),Rp 185.500.000,toyota,1.5 TRD Sportivo Ultimo Bensin,,,,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2020),Rp 269.000.000,toyota,1.5 S Bensin,Otomatis,18078 Km,Bensin,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2015),Rp 154.999.999,toyota,1.5 TRD Sportivo 7 Bensin,Otomatis,120000 Km,Bensin,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2018),Rp 233.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,35.000-40.000 Km,Bensin,"Panongan, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2016),Rp 178.000.000,toyota,1.5 TRD Sportivo Ultimo Bensin,,,,"Serpong Utara, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2010),Rp 121.000.000,toyota,1.5 G Bensin,,,,"Serang, Serang Kota, Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2009),Rp 109.000.000,toyota,1.5 S Bensin,Otomatis,143139 Km,Bensin,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2019),Rp 230.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,50000 Km,Bensin,"Teluknaga, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2020),Rp 247.000.000,toyota,1.5 S Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2011),Rp 125.000.000,toyota,1.5 S Bensin,Automatic,100.000-105.000 Km,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2011),Rp 125.000.000,toyota,1.5 S Bensin,Automatic,100.000-105.000 Km,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
mitsubishi pajero sport (2021),Rp 565.000.000,toyota,2.4 Dakar 4x2 Solar,Automatic Triptonic,5.000-10.000 Km,Diesel,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2019),Rp 235.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,100.000-105.000 Km,Bensin,"Serang, Serang Kota, Banten",https://www.olx.co.id/item/toyota-rush-trd-metic-2019-tangan-pertama-km-low-pajak-01-2023-iid-863082230
toyota rush (2017),Rp 175.000.000,toyota,1.5 G Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2013),Rp 145.000.000,toyota,1.5 S Bensin,Automatic,90.000-95.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2017),Rp 174.000.000,toyota,1.5 G Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2010),Rp 118.000.000,toyota,1.5 S Bensin,,,,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2019),Rp 237.000.000,toyota,1.5 TRD Sportivo 7 Bensin,Otomatis,7000 Km,Bensin,"Ciputat Timur, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2021),Rp 275.000.000,toyota,1.5 S GR Sport Bensin,,,,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2020),Rp 245.000.000,toyota,S TRD Sportivo Luxury,Automatic,10.000-15.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2016),Rp 180.000.000,toyota,1.5 Bensin,,,,"Tigaraksa, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2017),Rp 175.000.000,toyota,1.5 G Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2015),Rp 155.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,115.000-120.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2018),Rp 220.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,50000 Km,Bensin,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415
toyota rush (2017),Rp 180.000.000,toyota,1.5 TRD Sportivo 7 Bensin,,,,"Serang, Serang Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
,,toyota,,,,,,https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2015),Rp 168.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Serpong Utara, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2014),Rp 145.500.000,toyota,1.5 TRD Sportivo Bensin,,,,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2013),Rp 110.000.000,toyota,1.5 G Bensin,,,,"Ciputat, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2015),Rp 167.500.000,toyota,1.5 TRD Sportivo Bensin,,,,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2015),Rp 169.500.000,toyota,1.5 TRD Sportivo Bensin,,,,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2019),Rp 218.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2013),Rp 140.000.000,toyota,1.5 G Bensin,,,,"Cipondoh, Tangerang Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2019),Rp 235.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Serang, Serang Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2021),Rp 230.000.000,toyota,1.5 TRD Sportivo Bensin,Manual,10000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2015),Rp 156.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,120000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2013),Rp 168.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Pamulang, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2017),Rp 182.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,140000 Km,Bensin,"Legok, Tangerang Kab., Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
,,toyota,,,,,,https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2014),Rp 155.000.000,toyota,1.5 TRD Sportivo Ultimo Bensin,,,,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2020),Rp 269.000.000,toyota,1.5 S Bensin,Otomatis,18078 Km,Bensin,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2014),Rp 145.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Serpong Utara, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2012),Rp 134.000.000,toyota,1.5 S Bensin,,,,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
toyota rush (2012),Rp 135.000.000,toyota,1.5 S Bensin,,,,"Serpong Utara, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190
,,toyota,,,,,,https://www.olx.co.id/item/bayar-codselimut-ban-serep-jeep-rush-terios-pajero-escudo-iid-865216082
toyota rush (2018),Rp 210.500.000,toyota,1.5 G Bensin,,,,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/bayar-codselimut-ban-serep-jeep-rush-terios-pajero-escudo-iid-865216082
toyota rush (2014),Rp 135.000.000,toyota,1.5 G Bensin,,,,"Panongan, Tangerang Kab., Banten",https://www.olx.co.id/item/bayar-codselimut-ban-serep-jeep-rush-terios-pajero-escudo-iid-865216082
toyota rush (2018),Rp 228.000.000,toyota,1.5 TRD Sportivo 7 Bensin,,,,"Curug, Tangerang Kab., Banten",https://www.olx.co.id/item/bayar-codselimut-ban-serep-jeep-rush-terios-pajero-escudo-iid-865216082
toyota rush (2016),Rp 163.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Karawaci, Tangerang Kota, Banten",https://www.olx.co.id/item/bayar-codselimut-ban-serep-jeep-rush-terios-pajero-escudo-iid-865216082
toyota rush (2010),Rp 120.000.000,toyota,1.5 G Bensin,Automatic,120.000-125.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/bayar-codselimut-ban-serep-jeep-rush-terios-pajero-escudo-iid-865216082
,,toyota,,,,,,https://www.olx.co.id/item/bayar-codselimut-ban-serep-jeep-rush-terios-pajero-escudo-iid-865216082
