title,price,brand,type,transmission,milage,fuel,location,years,milage_class
toyota avanza,139500000,toyota,1.3 E Bensin,Manual,60.000-65.000,Bensin,"Kanigaran, Probolinggo Kota, Jawa Timur",2018,13
toyota avanza,138000000,toyota,1.3 E Bensin,Manual,60.000-65.000,Bensin,"Cibodas, Tangerang Kota, Banten",2018,13
toyota avanza,165000000,toyota,1.3 Veloz Bensin,Automatic,55.000-60.000,Bensin,"Jl. W R Supratman No.88, Cempaka Putih, Kecamatan Ciputat Timur, Tanggerang Selatan, BantenDapatkan petunjuk",2018,12
toyota avanza,168000000,toyota,1.3 G Bensin,Automatic,50.000-55.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2018,11
toyota avanza,180000000,toyota,1.3 Veloz Bensin,Automatic,5.000-10.000,Bensin,"Mulyorejo, Surabaya Kota, Jawa Timur",2018,2
toyota avanza,165000000,toyota,1.5 G Bensin,Manual,45.000-50.000,Bensin,"Kramatwatu, Serang Kab., Banten",2018,10
toyota avanza,135000000,toyota,1.3 E Bensin,Automatic,35.000-40.000,Bensin,"Tambaksari, Surabaya Kota, Jawa Timur",2018,8
toyota avanza,191000000,toyota,1.5 Veloz Bensin,Automatic,30.000-35.000,Bensin,"Cimanggis, Depok Kota, Jawa Barat",2018,7
toyota avanza,147000000,toyota,1.3 E Bensin,Manual,30.000-35.000,Bensin,"Jl. Cut Mutia No.3B, RT.003/RW.001, Sepanjang Jaya, Kec. Rawalumbu, Kota Bks, Jawa Barat 17114, Bekasi Timur, Kecamatan Rawalumbu, Bekasi Timur, Jawa baratDapatkan petunjuk",2018,7
toyota avanza,179000000,toyota,1.5 Veloz Bensin,Manual,25.000-30.000,Bensin,"Tanjung Priok, Jakarta Utara, Jakarta D.K.I.",2018,6
toyota avanza,162000000,toyota,1.3 G Bensin,Manual,25.000-30.000,Bensin,"Karawang Barat, Karawang Kab., Jawa Barat",2018,6
toyota avanza,170000000,toyota,1.3 G Bensin,Manual,20.000-25.000,Bensin,"Kediri Kota, Kediri Kota, Jawa Timur",2018,5
toyota avanza,160000000,toyota,1.3 G Bensin,Manual,125.000-130.000,Bensin,"Jl. Raya Puspiptek No.17, Buaran, Tanggerang Selatan, Tanggerang Selatan, BantenDapatkan petunjuk",2018,26
toyota avanza,143000000,toyota,1.3 E Bensin,Manual,115.000-120.000,Bensin,"Ocean Park BSD City Unit K16 - K18, Jl. Pahlawan Seribu, Lengkong Gudang, Kecamatan Serpong, Tanggerang Selatan, BantenDapatkan petunjuk",2018,24
toyota avanza,164000000,toyota,1.3 G Bensin,Manual,110.000-115.000,Bensin,"Jl Siliwangi No 66 Empang Bogor Selatan, Bogor Jawa Barat, RT 01/ RW 02, Nagrak, Kec. Sukaraja, Kota Bogor, Jawa Barat, 16132, Nagrak, Kec. Sukaraja, Bogor, Jawa BaratDapatkan petunjuk",2018,23
toyota avanza,159000000,toyota,1.3 G Bensin,Manual,110.000-115.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2018,23
toyota avanza,159000000,toyota,1.3 G Bensin,Manual,90.000-95.000,Bensin,"Cibeunying Kaler, Bandung Kota, Jawa Barat",2017,19
toyota avanza,148000000,toyota,1.3 E Bensin,Automatic,90.000-95.000,Bensin,"Waru, Sidoarjo  Kab., Jawa Timur",2017,19
toyota avanza,145000000,toyota,1.3 E Bensin,Manual,90.000-95.000,Bensin,"Ruko simpang tiga, Jl gusdur, Blk. D2, Weru, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413, Mojongapit, Kec. Jombang, Kec. Jombang, Jawa TimurDapatkan petunjuk",2017,19
toyota avanza,149000000,toyota,1.3 G Bensin,Manual,85.000-90.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2017,18
toyota avanza,145000000,toyota,1.3 G Bensin,Automatic,85.000-90.000,Bensin,"Jl. Raya Puspiptek No.17, Buaran, Tanggerang Selatan, Tanggerang Selatan, BantenDapatkan petunjuk",2017,18
toyota avanza,155000000,toyota,1.5 Veloz Bensin,Automatic,80.000-85.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2017,17
toyota avanza,156000000,toyota,1.3 G Bensin,Automatic,75.000-80.000,Bensin,"Periuk, Tangerang Kota, Banten",2017,16
toyota avanza,148000000,toyota,1.3 G Bensin,Manual,75.000-80.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2017,16
toyota avanza,145000000,toyota,1.5 E Bensin,Manual,75.000-80.000,Bensin,"Cibinong, Bogor Kab., Jawa Barat",2017,16
toyota avanza,157500000,toyota,1.3 G Bensin,Manual,70.000-75.000,Bensin,"Bangkalan, Bangkalan  Kab., Jawa Timur",2017,15
toyota avanza,174500000,toyota,1.3 Veloz Bensin,Manual,65.000-70.000,Bensin,"Bumiayu, Brebes Kab., Jawa Tengah",2017,14
toyota avanza,172000000,toyota,1.5 Veloz Bensin,Automatic,60.000-65.000,Bensin,"Gedangan, Sidoarjo  Kab., Jawa Timur",2017,13
toyota avanza,155000000,toyota,1.3 Veloz Bensin,Automatic,60.000-65.000,Bensin,"jl Ronggowarsito no 130 Timuran banjarsari Surakarta solo, Solo, Banjarsari, Solo, Jawa TengahDapatkan petunjuk",2017,13
toyota avanza,168000000,toyota,1.5 New Veloz Bensin,Automatic,50.000-55.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2017,11
toyota avanza,157000000,toyota,1.5 Veloz Bensin,Manual,50.000-55.000,Bensin,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",2017,11
toyota avanza,155000000,toyota,1.3 G Bensin,Manual,50.000-55.000,Bensin,"Batuceper, Tangerang Kota, Banten",2017,11
toyota avanza,166000000,toyota,1.5 Veloz Bensin,Automatic,45.000-50.000,Bensin,"Jl. Ring Road Utara No.3 F, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283, Condongcatur, Kec. Depok, Kab. Sleman, DI YogyakartaDapatkan petunjuk",2017,10
toyota avanza,135000000,toyota,1.5 E Bensin,Manual,35.000-40.000,Bensin,"Bekasi Barat, Bekasi Kota, Jawa Barat",2017,8
toyota avanza,173500000,toyota,1.5 Veloz Bensin,Manual,30.000-35.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2017,7
toyota avanza,167000000,toyota,1.5 Veloz Bensin,Automatic,25.000-30.000,Bensin,"Mall Tamini Square. Jl Taman Mini 1 No.1, Pinang Ranti, Makasar, Mall Tamini Square, Jakarta Timur, DKI JakartaDapatkan petunjuk",2017,6
toyota avanza,137000000,toyota,1.3 G Bensin,Manual,170.000-175.000,Bensin,"Sidoarjo, Sidoarjo  Kab., Jawa Timur",2017,35
toyota avanza,176000000,toyota,1.5 Veloz Bensin,Manual,15.000-20.000,Bensin,"Jl. Raya Kopo No.262, Kopo, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40233, Kopo, Kecamatan Bojongloa Kaler, Kota Bandung, Jawa BaratDapatkan petunjuk",2017,4
toyota avanza,130000000,toyota,1.3 E Bensin,Automatic,130.000-135.000,Bensin,"Semarang Tengah, Semarang Kota, Jawa Tengah",2017,27
toyota avanza,165000000,toyota,1.5 Veloz Bensin,Manual,120.000-125.000,Bensin,"Mall Tamini Square Basement Zona D, Jl. Taman Mini I No.1, RW.2, Pinang Ranti, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560, Pinang Ranti, Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",2017,25
toyota avanza,146000000,toyota,1.3 G Bensin,Manual,115.000-120.000,Bensin,"JL.Hayam Wuruk no.6, Sawunggaling,kec.Wonokromo,Kota Surabaya, Jawa Timur60242, Sawunggaling, Kec.Wonokromo, Surabaya, Jawa TimurDapatkan petunjuk",2017,24
toyota avanza,150000000,toyota,1.3 G Bensin,Manual,110.000-115.000,Bensin,"Ocean Park BSD City Unit K16 - K18, Jl. Pahlawan Seribu, Lengkong Gudang, Kecamatan Serpong, Tanggerang Selatan, BantenDapatkan petunjuk",2017,23
toyota avanza,119000000,toyota,1.3 E Bensin,Manual,110.000-115.000,Bensin,"Bursa Mobil Citra Raya Blok F No 3 Citra Raya Kelurahan Cikupa Kecamatan Pasar Kemis Tangerang Banten., Citra Raya, Kecamatan Pasar Kemis, Tanggerang, BantenDapatkan petunjuk",2017,23
toyota avanza,140000000,toyota,1.3 G Bensin,Automatic,105.000-110.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2017,22
toyota avanza,140000000,toyota,1.3 E Bensin,Manual,105.000-110.000,Bensin,"Cilodong, Depok Kota, Jawa Barat",2017,22
toyota avanza,165000000,toyota,1.5 New Veloz Bensin,Automatic,100.000-105.000,Bensin,"Ciledug, Tangerang Kota, Banten",2017,21
toyota avanza,153000000,toyota,1.3 Veloz Bensin,Manual,100.000-105.000,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",2017,21
toyota avanza,143500000,toyota,1.3 E Bensin,Manual,100.000-105.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2017,21
toyota avanza,188000000,toyota,1.5 Veloz Bensin,Manual,10.000-15.000,Bensin,"Pedurungan, Semarang Kota, Jawa Tengah",2017,3
toyota avanza,179000000,toyota,1.5 Veloz Bensin,Manual,10.000-15.000,Bensin,"Depok, Sleman Kab., Yogyakarta D.I.",2017,3
toyota avanza,135000000,toyota,1.3 E Bensin,Manual,10.000-15.000,Bensin,"Cibitung, Bekasi Kab., Jawa Barat",2017,3
toyota avanza,147000000,toyota,1.3 G Bensin,Automatic,90.000-95.000,Bensin,"Wonokromo, Surabaya Kota, Jawa Timur",2016,19
toyota avanza,138000000,toyota,1.3 E Bensin,Manual,85.000-90.000,Bensin,"Mayong, Jepara Kab., Jawa Tengah",2016,18
toyota avanza,168000000,toyota,1.5 Veloz Bensin,Manual,80.000-85.000,Bensin,"Jl. Kupang Jaya No.110, Sukomanunggal, Kec. Sukomanunggal, Kota SBY, Jawa Timur 60281, Kupang Jaya, Kec. Sukomanunggal, Kota Surabaya, Jawa TimurDapatkan petunjuk",2016,17
toyota avanza,167500000,toyota,1.5 Veloz Bensin,Manual,80.000-85.000,Bensin,"Sukun, Malang Kota, Jawa Timur",2016,17
toyota avanza,148500000,toyota,1.3 G Bensin,Manual,80.000-85.000,Bensin,"Astana Anyar, Bandung Kota, Jawa Barat",2016,17
toyota avanza,170000000,toyota,Lain-lain,Manual,75.000-80.000,Bensin,"Batu, Batu Kota, Jawa Timur",2016,16
toyota avanza,148000000,toyota,1.3 G Bensin,Manual,75.000-80.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2016,16
toyota avanza,153000000,toyota,1.3 G Bensin,Manual,70.000-75.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2016,15
toyota avanza,142000000,toyota,1.3 G Bensin,Manual,70.000-75.000,Bensin,"Mustika Jaya, Bekasi Kota, Jawa Barat",2016,15
toyota avanza,159000000,toyota,1.3 Veloz Bensin,Manual,65.000-70.000,Bensin,"Karawang Barat, Karawang Kab., Jawa Barat",2016,14
toyota avanza,146000000,toyota,1.3 G Bensin,Automatic,60.000-65.000,Bensin,"Tambun Selatan, Bekasi Kab., Jawa Barat",2016,13
toyota avanza,159000000,toyota,1.3 G Bensin,Manual,55.000-60.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2016,12
toyota avanza,157000000,toyota,1.3 Veloz Bensin,Automatic,50.000-55.000,Bensin,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",2016,11
toyota avanza,160000000,toyota,1.3 G Bensin,Manual,45.000-50.000,Bensin,"Jl. Jend. Sudirman No.573, Sukahaji, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40221, Sukahaji, Kecamatan Babakan ciparay, Bandung, Jawa BaratDapatkan petunjuk",2016,10
toyota avanza,140000000,toyota,1.3 G Bensin,Automatic,45.000-50.000,Bensin,"Tenggilis Mejoyo, Surabaya Kota, Jawa Timur",2016,10
toyota avanza,155000000,toyota,1.3 G Bensin,Manual,30.000-35.000,Bensin,"Sukolilo, Surabaya Kota, Jawa Timur",2016,7
toyota avanza,137500000,toyota,1.5 Veloz Bensin,Manual,140.000-145.000,Bensin,"Jl. Tole Iskandar No 10. Kel. Sukamaju Kecamatan Cilodong Depok, Sukamaju, Kecamatan Cilodong, Kota Depok, Jawa BaratDapatkan petunjuk",2016,29
toyota avanza,154000000,toyota,1.3 G Bensin,Manual,125.000-130.000,Bensin,"Gunung Putri, Bogor Kab., Jawa Barat",2016,26
toyota avanza,135000000,toyota,1.3 G Bensin,Manual,120.000-125.000,Bensin,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",2016,25
toyota avanza,132000000,toyota,1.3 G Bensin,Manual,120.000-125.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2016,25
toyota avanza,149000000,toyota,1.3 G Bensin,Manual,110.000-115.000,Bensin,"Jl. Inspeksi Tarum Bar. No.33, RT.3/RW.10, Cipinang Melayu, Kecamatan Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",2016,23
toyota avanza,147500000,toyota,1.3 G Bensin,Manual,100.000-105.000,Bensin,"Semarang Selatan, Semarang Kota, Jawa Tengah",2016,21
toyota avanza,136000000,toyota,1.3 G Bensin,Manual,100.000-105.000,Bensin,"Pondok Gede, Bekasi Kota, Jawa Barat",2016,21
toyota avanza,120000000,toyota,1.3 E Bensin,Manual,100.000-105.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2016,21
toyota avanza,115000000,toyota,1.3 E Bensin,Manual,95.000-100.000,Bensin,"Jl. Jendral Ahmad Yani No.819, Padasuka, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40125, Padasuka, Kecamatan Kiaracondong, Kota Bandung, Jawa BaratDapatkan petunjuk",2015,20
toyota avanza,165000000,toyota,1.5 Veloz Bensin,Automatic,90.000-95.000,Bensin,"Serpong, Tangerang Selatan Kota, Banten",2015,19
toyota avanza,149000000,toyota,1.3 Veloz Bensin,Manual,90.000-95.000,Bensin,"Kalasan, Sleman Kab., Yogyakarta D.I.",2015,19
toyota avanza,127000000,toyota,1.3 G Bensin,Manual,85.000-90.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2015,18
toyota avanza,146900000,toyota,1.3 G Bensin,Manual,75.000-80.000,Bensin,"Regol, Bandung Kota, Jawa Barat",2015,16
toyota avanza,130000000,toyota,1.3 G Bensin,Manual,70.000-75.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2015,15
toyota avanza,149000000,toyota,1.5 Luxury Veloz Bensin,Manual,60.000-65.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2015,13
toyota avanza,132000000,toyota,1.3 G Bensin,Manual,45.000-50.000,Bensin,"Makasar, Jakarta Timur, Jakarta D.K.I.",2015,10
toyota avanza,145000000,toyota,1.3 G Bensin,Manual,40.000-45.000,Bensin,"Mustika Jaya, Bekasi Kota, Jawa Barat",2015,9
toyota avanza,147000000,toyota,1.3 G Bensin,Manual,35.000-40.000,Bensin,"Tambun Selatan, Bekasi Kab., Jawa Barat",2015,8
toyota avanza,157000000,toyota,1.3 Veloz Bensin,Manual,20.000-25.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2015,5
toyota avanza,125000000,toyota,1.3 G Bensin,Manual,170.000-175.000,Bensin,"Mall Tamini Square Basement Zona D, Jl. Taman Mini I No.1, RW.2, Pinang Ranti, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560, Pinang Ranti, Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",2015,35
toyota avanza,139000000,toyota,1.3 G Bensin,Manual,150.000-155.000,Bensin,"Laweyan, Surakarta Kota, Jawa Tengah",2015,31
toyota avanza,118000000,toyota,1.3 G Bensin,Manual,150.000-155.000,Bensin,"Cikarang Pusat, Bekasi Kab., Jawa Barat",2015,31
toyota avanza,138500000,toyota,1.3 G Bensin,Automatic,140.000-145.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2015,29
toyota avanza,143000000,toyota,1.5 New Veloz Bensin,Automatic,110.000-115.000,Bensin,"Jl. Kupang Jaya No.110, Sukomanunggal, Kec. Sukomanunggal, Kota SBY, Jawa Timur 60281, Kupang Jaya, Kec. Sukomanunggal, Kota Surabaya, Jawa TimurDapatkan petunjuk",2015,23
toyota avanza,120500000,toyota,1.3 E Bensin,Manual,105.000-110.000,Bensin,"Tarogong Kidul, Garut Kab., Jawa Barat",2015,22
toyota avanza,119000000,toyota,1.3 G Bensin,Manual,105.000-110.000,Bensin,"Citeureup, Bogor Kab., Jawa Barat",2015,22
mitsubishi xpander,265000000,mitsubishi,1.5 Ultimate Bensin,Automatic,0-5.000,Bensin,"Kediri Kota, Kediri Kota, Jawa Timur",2019,1
honda jazz,195000000,honda,1.5 S Bensin,Automatic,20.000-25.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2017,5
honda jazz,199999999,honda,1.5 RS Bensin,Manual,35.000-40.000,Bensin,"Mulyorejo, Surabaya Kota, Jawa Timur",2016,8
toyota avanza,190000000,toyota,1.5 New Veloz Bensin,Manual,15.000-20.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2019,4
mitsubishi xpander,280000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic,5.000-10.000,Bensin,"Blimbing, Malang Kota, Jawa Timur",2021,2
mitsubishi xpander,275000000,mitsubishi,1.5 Bensin,Automatic,5.000-10.000,Bensin,"Tangerang, Tangerang Kota, Banten",2021,2
mitsubishi xpander,270000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic,5.000-10.000,Bensin,"Genteng, Banyuwangi  Kab., Jawa Timur",2021,2
mitsubishi xpander,267000000,mitsubishi,1.5 Cross Bensin,Automatic,5.000-10.000,Bensin,"Sambung Macan, Sragen Kab., Jawa Tengah",2021,2
mitsubishi xpander,262500000,mitsubishi,1.5 Sport Bensin,Manual,5.000-10.000,Bensin,"Kediri Kota, Kediri Kota, Jawa Timur",2021,2
mitsubishi xpander,229500000,mitsubishi,1.5 Sport Bensin,Manual,5.000-10.000,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",2021,2
mitsubishi xpander,130000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic,5.000-10.000,Bensin,"Lowokwaru, Malang Kota, Jawa Timur",2021,2
mitsubishi xpander,255000000,mitsubishi,ULTIMATE A/T,Automatic,30.000-35.000,Bensin,"Banguntapan, Bantul Kab., Yogyakarta D.I.",2021,7
mitsubishi xpander,225000000,mitsubishi,1.5 GLS Bensin,Automatic,20.000-25.000,Bensin,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",2021,5
mitsubishi xpander,272000000,mitsubishi,1.5 Cross Bensin,Automatic,15.000-20.000,Bensin,"Tenggilis Mejoyo, Surabaya Kota, Jawa Timur",2021,4
mitsubishi xpander,265000000,mitsubishi,1.5 Cross Bensin,Automatic,15.000-20.000,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2021,4
mitsubishi xpander,240000000,mitsubishi,ULTIMATE A/T,Automatic,15.000-20.000,Bensin,"Cibodas, Tangerang Kota, Banten",2021,4
mitsubishi xpander,285000000,mitsubishi,1.5 Cross Bensin,Automatic,10.000-15.000,Bensin,"Margaasih, Bandung Kab., Jawa Barat",2021,3
mitsubishi xpander,270000000,mitsubishi,1.5 Cross Bensin,Manual,10.000-15.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2021,3
mitsubishi xpander,265000000,mitsubishi,1.5 Limited Bensin,Automatic,10.000-15.000,Bensin,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",2021,3
mitsubishi xpander,255000000,mitsubishi,1.5 Ultimate Bensin,Automatic Triptonic,10.000-15.000,Bensin,"Mega Glodok Kemayoran (MGK) lantai 2 Blok S-50, Kemayoran, Kemayoran, Jakarta Utara, DKI JakartaDapatkan petunjuk",2021,3
mitsubishi xpander,249000000,mitsubishi,1.5 Sport Bensin,Automatic,10.000-15.000,Bensin,"Tanah Abang, Jakarta Pusat, Jakarta D.K.I.",2021,3
mitsubishi xpander,279000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic,0-5.000,Bensin,"Wonocolo, Surabaya Kota, Jawa Timur",2021,1
mitsubishi xpander,275000000,mitsubishi,ULTIMATE A/T,Automatic,0-5.000,Bensin,"Rungkut, Surabaya Kota, Jawa Timur",2021,1
mitsubishi xpander,269000000,mitsubishi,1.5 Sport Bensin,Automatic,0-5.000,Bensin,"Purwokerto Utara, Banyumas Kab., Jawa Tengah",2021,1
mitsubishi xpander,249000000,mitsubishi,1.5 Exceed Bensin,Manual,0-5.000,Bensin,"Purwokerto Barat, Banyumas Kab., Jawa Tengah",2021,1
mitsubishi xpander,248500000,mitsubishi,1.5 Ultimate Bensin,Automatic,0-5.000,Bensin,"Menteng, Jakarta Pusat, Jakarta D.K.I.",2021,1
mitsubishi xpander,212000000,mitsubishi,1.5 Exceed Bensin,Manual,50.000-55.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2020,11
mitsubishi xpander,250000000,mitsubishi,EXCEED A/T,Automatic,45.000-50.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2020,10
mitsubishi xpander,245000000,mitsubishi,1.5 Ultimate Bensin,Automatic Triptonic,45.000-50.000,Bensin,"Semarang Tengah, Semarang Kota, Jawa Tengah",2020,10
mitsubishi xpander,225000000,mitsubishi,ULTIMATE A/T,Automatic,40.000-45.000,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2020,9
mitsubishi xpander,270000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic,35.000-40.000,Bensin,"Jl. tentara Pelajar no.73,Pekiringan,Kesambi, Kota Cirebon, Kesambi, Kesambi, Kota Cirebon, Jawa BaratDapatkan petunjuk",2020,8
mitsubishi xpander,225000000,mitsubishi,1.5 Ultimate Bensin,Automatic,35.000-40.000,Bensin,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",2020,8
mitsubishi xpander,254000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic,20.000-25.000,Bensin,"Kosambi, Tangerang Kab., Banten",2020,5
mitsubishi xpander,280000000,mitsubishi,1.5 Ultimate Bensin,Automatic,15.000-20.000,Bensin,"Gedangan, Sidoarjo  Kab., Jawa Timur",2020,4
mitsubishi xpander,279000000,mitsubishi,1.5 Cross Bensin,Automatic,15.000-20.000,Bensin,"Jl. Terusan Buah Batu No.41, Batununggal, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40266, Buah Batu, Bandung Kidul, Bandung, Jawa BaratDapatkan petunjuk",2020,4
mitsubishi xpander,255000000,mitsubishi,1.5 Sport Bensin,Automatic,15.000-20.000,Bensin,"Bubutan, Surabaya Kota, Jawa Timur",2020,4
mitsubishi xpander,266000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic,10.000-15.000,Bensin,"Serpong, Tangerang Selatan Kota, Banten",2020,3
mitsubishi xpander,265000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic,10.000-15.000,Bensin,"Lowokwaru, Malang Kota, Jawa Timur",2020,3
mitsubishi xpander,264999000,mitsubishi,1.5 Cross Bensin,Automatic,10.000-15.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2020,3
mitsubishi xpander,255000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic Triptonic,10.000-15.000,Bensin,"Pancoran Mas, Depok Kota, Jawa Barat",2020,3
mitsubishi xpander,265000000,mitsubishi,1.5 Ultimate Bensin,Automatic,0-5.000,Bensin,"Kediri Kota, Kediri Kota, Jawa Timur",2020,1
mitsubishi xpander,234000000,mitsubishi,1.5 Limited Bensin,Automatic,70.000-75.000,Bensin,"Jl Raya tajur no 153 Bogor, Jl Raya Tajur No 240 Wangun Bogor,, Bogor Selatan, Bogor Selatan, Kota Bogor, Jawa BaratDapatkan petunjuk",2019,15
mitsubishi xpander,229000000,mitsubishi,ULTIMATE A/T,Automatic,65.000-70.000,Bensin,"Grogol, Sukoharjo Kab., Jawa Tengah",2019,14
mitsubishi xpander,212000000,mitsubishi,1.5 Exceed Bensin,Automatic,65.000-70.000,Bensin,"Kediri Kota, Kediri Kota, Jawa Timur",2019,14
mitsubishi xpander,239500000,mitsubishi,1.5 Ultimate Bensin,Automatic,60.000-65.000,Bensin,"Kedungkandang, Malang Kota, Jawa Timur",2019,13
mitsubishi xpander,249000000,mitsubishi,1.5 Cross Premium Package Bensin,Automatic,55.000-60.000,Bensin,"Kudus Kota, Kudus Kab., Jawa Tengah",2019,12
mitsubishi xpander,225000000,mitsubishi,1.5 Ultimate Bensin,Automatic,55.000-60.000,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",2019,12
mitsubishi xpander,215000000,mitsubishi,1.5 Ultimate Bensin,Automatic,50.000-55.000,Bensin,"Kelapa Dua, Tangerang Kab., Banten",2019,11
mitsubishi xpander,194000000,mitsubishi,1.5 GLS Bensin,Automatic,50.000-55.000,Bensin,"Kembangan, Jakarta Barat, Jakarta D.K.I.",2019,11
mitsubishi xpander,257500000,mitsubishi,1.5 Limited Bensin,Automatic,5.000-10.000,Bensin,"Tenggilis Mejoyo, Surabaya Kota, Jawa Timur",2019,2
mitsubishi xpander,245000000,mitsubishi,1.5 Ultimate Bensin,Automatic,5.000-10.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2019,2
mitsubishi xpander,235000000,mitsubishi,ULTIMATE A/T,Automatic,45.000-50.000,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",2019,10
mitsubishi xpander,220000000,mitsubishi,ULTIMATE A/T,Automatic,45.000-50.000,Bensin,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",2019,10
mitsubishi xpander,211000000,mitsubishi,1.5 Sport Bensin,Manual,45.000-50.000,Bensin,"Wonokromo, Surabaya Kota, Jawa Timur",2019,10
mitsubishi xpander,231000000,mitsubishi,1.5 Ultimate Bensin,Automatic,40.000-45.000,Bensin,"Cakung, Jakarta Timur, Jakarta D.K.I.",2019,9
mitsubishi xpander,215000000,mitsubishi,ULTIMATE A/T,Automatic,40.000-45.000,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",2019,9
mitsubishi xpander,208000000,mitsubishi,Lain-lain,Automatic,40.000-45.000,Bensin,"Tanah Abang, Jakarta Pusat, Jakarta D.K.I.",2019,9
mitsubishi xpander,197000000,mitsubishi,1.5 Ultimate Bensin,Automatic,40.000-45.000,Bensin,"Cilegon, Cilegon Kota, Banten",2019,9
mitsubishi xpander,242000000,mitsubishi,1.5 Ultimate Bensin,Automatic,35.000-40.000,Bensin,"Jl. Jendral Sudirman no 573, Sukahaji, Kecamatan Babakan ciparay, Bandung, Jawa BaratDapatkan petunjuk",2019,8
mitsubishi xpander,238000000,mitsubishi,1.5 Ultimate Bensin,Automatic,35.000-40.000,Bensin,"Gubeng, Surabaya Kota, Jawa Timur",2019,8
mitsubishi xpander,235000000,mitsubishi,1.5 Ultime Bensin,Automatic Triptonic,35.000-40.000,Bensin,"Wiyung, Surabaya Kota, Jawa Timur",2019,8
mitsubishi xpander,226000000,mitsubishi,1.5 Ultimate Bensin,Automatic,35.000-40.000,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",2019,8
