title,price,brand,type,years,milage,location,vehicle_type,url,transmission,fuel
Dakar x Solar,600000000.0,,,2.0,,"Serpong Utara, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/woyy6000km-di-jual-dakar-rasa-ultimate-cek-disini-ini-iid-866035854,,
toyota rush,147000000.0,toyota,rush,2014.0,72726,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-rush-15-g-bensin-mt-2014-putih-iid-865733241,Manual,Bensin
toyota rush,245000000.0,toyota,rush,2020.0,15.000-20.000,"Serpong, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-at-2020-iid-866147646,Automatic,Bensin
TRD Sportivo Ultimo Bensin,185500000.0,,,1.0,,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-ultimo-automatik-putih-thn-2017-kilometer-rendah-59000-iid-866116740,,
toyota rush,154999999.0,toyota,rush,2015.0,120000,"Serpong, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/jual-cepat-toyota-rush-seven-trd-at-2015-tgn-ke1-hrg-kredit-pajak-long-iid-859269199,Otomatis,Bensin
toyota rush,233000000.0,toyota,rush,2018.0,35.000-40.000,"Panongan, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-trd-at-2018-istimewa-iid-866003252,Automatic,Bensin
TRD Sportivo Ultimo Bensin,178000000.0,,,1.0,,"Serpong Utara, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2016-bensin-iid-865996441,,
toyota rush,137000000.0,toyota,rush,2014.0,85.000-90.000,"Cibodas, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-at-2014-iid-865947840,Automatic,Bensin
toyota rush,230000000.0,toyota,rush,2019.0,50000,"Teluknaga, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-865938404,Otomatis,Bensin
S Bensin,247000000.0,,,1.0,,"Ciledug, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-2020-at-km-rendah-iid-865934436,,
G Bensin,175000000.0,,,1.0,,"Ciledug, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-865869936,,
toyota rush,145000000.0,toyota,rush,2013.0,90.000-95.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/rush-s-15-at-2013-mulusss-luar-dalam-iid-865864728,Automatic,Bensin
toyota rush,215000000.0,toyota,rush,2019.0,30.000-35.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/rush-trd-2019-matic-iid-865837726,Automatic,Bensin
G Bensin,174000000.0,,,1.0,,"Ciledug, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-865832922,,
toyota rush,245000000.0,toyota,rush,2020.0,10.000-15.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-trd-at-2020-low-km-dp10jt-iid-865741571,Automatic,Bensin
Bensin,180000000.0,,,1.0,,"Tigaraksa, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-2016-bensin-iid-865734824,,
G Bensin,221000000.0,,,1.0,,"Larangan, Tangerang Kota, Banten",car,https://www.olx.co.id/item/new-rush-2019-g-iid-865701383,,
G Bensin,175000000.0,,,1.0,,"Ciledug, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-865658411,,
toyota rush,155000000.0,toyota,rush,2015.0,115.000-120.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-s-trdsportivo-at-2015-iid-865641913,Automatic,Bensin
toyota rush,220000000.0,toyota,rush,2018.0,50000,"Serpong, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-865618415,Otomatis,Bensin
TRD Sportivo  Bensin,180000000.0,,,1.0,,"Serang, Serang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-865610812,,
TRD Sportivo Bensin,168000000.0,,,1.0,,"Serpong Utara, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2015-bensin-iid-865591460,,
TRD Sportivo Bensin,145500000.0,,,1.0,,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-trd-sportivo-at-putih-thn-2014-kilometer-rendah-iid-865589952,,
G Bensin,110000000.0,,,1.0,,"Ciputat, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/lelang-murah-mobil-toyota-rush-g-15-at-tahun-2013-iid-865585392,,
TRD Sportivo Bensin,169500000.0,,,1.0,,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-trd-sportivo-at-putih-thn-2015-kilometer-rendah-58000-iid-865585316,,
TRD Sportivo Bensin,169500000.0,,,1.0,,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-2015-bensin-iid-865585252,,
toyota rush,230000000.0,toyota,rush,2021.0,10000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-trd-15-mt-bensin-2021-iid-862801579,Manual,Bensin
toyota rush,156000000.0,toyota,rush,2015.0,120000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-15-at-bensin-2015-iid-862796514,Otomatis,Bensin
TRD Sportivo Bensin,160000000.0,,,1.0,,"Pamulang, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2013-bensin-iid-862788808,,
S Bensin,135000000.0,,,1.0,,"Serpong Utara, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/tdp-24-juta-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865460190,,
G Bensin,210500000.0,,,1.0,,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-g-at-hitam-thn-2018-kilometer-rendah-41000-iid-865417367,,
G Bensin,135000000.0,,,1.0,,"Panongan, Tangerang Kab., Banten",car,https://www.olx.co.id/item/dwi-jaya-motortoyota-rush-2014-bensin-iid-865399949,,
TRD Sportivo  Bensin,228000000.0,,,1.0,,"Curug, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-15-trd-at-2018-iid-865386012,,
TRD Sportivo Bensin,163000000.0,,,1.0,,"Karawaci, Tangerang Kota, Banten",car,https://www.olx.co.id/item/rush-trd-sportivo-2016-iid-865384066,,
toyota rush,120000000.0,toyota,rush,2010.0,120.000-125.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-g-at-2010-iid-865362793,Automatic,Bensin
toyota rush,235000000.0,toyota,rush,2019.0,15.000-20.000,"Serang, Serang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-sportivo-15-mt-2019-silver-iid-865345642,Manual,Bensin
toyota rush,135000000.0,toyota,rush,2012.0,50000,"Karawaci, Tangerang Kota, Banten",car,https://www.olx.co.id/item/free-coating-toyota-rush-s-2012-mt-15-bensin-like-new-iid-865293057,Manual,Bensin
toyota rush,209000000.0,toyota,rush,2018.0,35.000-40.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-all-new-rush-s-trd-2018-at-hitam-flash-sale-ciamik-iid-865283489,Automatic,Bensin
toyota rush,246000000.0,toyota,rush,2020.0,45.000-50.000,"Labuan, Pandeglang Kab., Banten",car,https://www.olx.co.id/item/all-new-rush-15-trd-at-sportivo-2020-iid-865282801,Automatic,Bensin
toyota rush,202000000.0,toyota,rush,2018.0,45.000-50.000,"Ciledug, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-all-new-rush-g-at-matic-2018-putih-iid-865255154,Automatic,Bensin
toyota rush,218000000.0,toyota,rush,2018.0,40000,"Pagedangan, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-15-at-2018-bensin-matic-iid-865216576,Otomatis,Bensin
toyota rush,139000000.0,toyota,rush,2014.0,85.000-90.000,"Karawaci, Tangerang Kota, Banten",car,https://www.olx.co.id/item/low-dp-toyota-rush-trd-mt-manual-2014-silver-iid-865204544,Manual,Bensin
TRD Sportivo Bensin,235000000.0,,,1.0,,"Cikupa, Tangerang Kab., Banten",car,https://www.olx.co.id/item/rush-s-at-trd-sportivo-2020-black-iid-865199364,,
G Bensin,126000000.0,,,1.0,,"Karawaci, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2012-bensin-iid-865179115,,
TRD Sportivo Bensin,125900000.0,,,1.0,,"Tangerang, Tangerang Kota, Banten",car,https://www.olx.co.id/item/rush-s-trd-sportivo-atautomatic-2011-hitam-iid-865160690,,
TRD Sportivo Bensin,208000000.0,,,1.0,,"Tangerang, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-sportivo-at-2016-putih-iid-865122861,,
toyota rush,140000000.0,toyota,rush,2014.0,45.000-50.000,"Cibodas, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-manual-2014-iid-865074155,Manual,Bensin
TRD Sportivo Bensin,209000000.0,,,1.0,,"Pondok Aren, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-at-trd-2018-iid-865060397,,
toyota rush,129000000.0,toyota,rush,2011.0,140000,"Cikupa, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-2011-bensin-iid-865031807,Otomatis,Bensin
toyota rush,230000000.0,toyota,rush,2020.0,0-5.000,"Pondok Aren, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-at-2020-km-5rb-iid-865026321,Automatic,Bensin
toyota rush,175000000.0,toyota,rush,2015.0,50.000-55.000,"Balaraja, Tangerang Kab., Banten",car,https://www.olx.co.id/item/new-rush-15-trd-sportivo-ultimo-2015-iid-865023580,Automatic,Bensin
toyota rush,215000000.0,toyota,rush,2018.0,50000,"Pamulang, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2018-bensin-iid-864990454,Otomatis,Bensin
toyota rush,90000000.0,toyota,rush,2008.0,175.000-180.000,"Pasar Kemis, Tangerang Kab., Banten",car,https://www.olx.co.id/item/rush-s-mt-2008-manual-cokelat-manis-iid-864924661,Manual,Bensin
S GR Sport Bensin,269000000.0,,,1.0,,"Karawaci, Tangerang Kota, Banten",car,https://www.olx.co.id/item/rush-gr-sport-metic-2021-putih-iid-864901441,,
TRD Sportivo Bensin,240000000.0,,,1.0,,"Karawaci, Tangerang Kota, Banten",car,https://www.olx.co.id/item/rush-trd-metic-2020-putih-iid-864900987,,
S Bensin,224500000.0,,,1.0,,"Tangerang, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-automatic-2020-km-21-rb-service-record-dp-95-juta-iid-864873986,,
Bensin,133000000.0,,,1.0,,"Saketi, Pandeglang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-2012-iid-864865915,,
toyota rush,250000000.0,toyota,rush,2018.0,0-5.000,"Pondok Aren, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/rush-s-trd-2018-antik-km-1rb-aja-iid-864858291,Automatic Triptonic,Bensin
toyota rush,245000000.0,toyota,rush,2021.0,10.000-15.000,"Cibodas, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-gr-at-2021-iid-864824701,Automatic,Bensin
toyota rush,225000000.0,toyota,rush,2020.0,20.000-25.000,"Cibodas, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-at-2020-iid-864823939,Automatic,Bensin
honda hrv,305000000.0,honda,hr-v,2020.0,25.000-30.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/hrv-e-se-special-edition-15-at-2020-merah-istimewa-bekas-rasa-baru-iid-864816406,Automatic Triptonic,Bensin
toyota rush,225000000.0,toyota,rush,2020.0,20.000-25.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-s-trd-at-2020-putih-21rb-istana-jaya-motor-iid-864811793,Automatic,Bensin
TRD Sportivo  Bensin,255000000.0,,,1.0,,"Serpong, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/dijual-rush-s-trd-sportivo-at-mobil-msh-kaya-baru-iid-864803056,,
toyota rush,232400000.0,toyota,rush,2019.0,10.000-15.000,"Ciputat, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/km-14rb-recordrush-trd-sportivo-at-2018-2019-iid-864706566,Automatic,Bensin
toyota alphard,865000000.0,,,2017.0,35.000-40.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/alphard-g-atpm-2017-hitam-super-istimewa-bekas-rasa-baru-km37747-top-iid-864061303,Automatic Triptonic,Bensin
,,,,,,,car,https://www.olx.co.id/item/toyota-rush-s-15-2013-at-pajak-panjang-tangan-pertama-km-97k-nego-iid-863588580,,
toyota rush,145000000.0,toyota,rush,2014.0,95.000-100.000,"Cibeber, Cilegon Kota, Banten",car,https://www.olx.co.id/item/rush-trd-manual-2014-iid-863564153,Manual,Bensin
,,,,,,,car,https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-7-at-2014-silver-iid-863482665,,
toyota rush,129000000.0,toyota,rush,2010.0,120000,"Ciputat, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-2010-at-bensin-iid-860884101,Otomatis,Bensin
,,,,,,,car,https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-7-bensin-at-2019-putih-iid-857509346,,
Lainlain,150000000.0,,,,,"Waringin Kurung, Serang Kab., Banten",car,https://www.olx.co.id/item/jual-isuzu-new-panther-lv-turbo-thn-2008-rasa-ls-ac-double-blower-iid-857839791,,
toyota rush,202000000.0,toyota,rush,2018.0,45.000-50.000,"Serpong, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/terawat-toyota-all-new-rush-g-at-matic-2018-putih-good-condition-iid-862629160,Automatic,Bensin
toyota rush,225000000.0,toyota,rush,2018.0,15.000-20.000,"Ciputat Timur, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-rush-putih-low-km-iid-862525356,Automatic,Bensin
toyota rush,202000000.0,toyota,rush,2018.0,45.000-50.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-all-new-rush-g-at-matic-2018-putih-iid-862272131,Automatic,Bensin
toyota rush,210000000.0,toyota,rush,2019.0,30.000-35.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-rush-trd-15-at-2019-iid-862270670,Automatic,Bensin
toyota rush,225000000.0,toyota,rush,2019.0,20.000-25.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/rush-trd-15-at-2019-iid-862144619,Automatic,Bensin
toyota rush,155000000.0,toyota,rush,2015.0,60.000-65.000,"Karawaci, Tangerang Kota, Banten",car,https://www.olx.co.id/item/rush-s-trd-sportivo-2015-matic-at-putih-iid-860690962,Automatic,Bensin
honda hrv,299000000.0,honda,hr-v,2019.0,15.000-20.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/hrv-e-se-special-edition-15-at-2019-putih-super-istimewa-rasa-baru-iid-860229406,Automatic Triptonic,Bensin
TRD Sportivo  Bensin,269500000.0,,,1.0,,"Cipondoh, Tangerang Kota, Banten",car,https://www.olx.co.id/item/dijual-khusus-hobbyall-new-rush-trd-sportivo-bln-3-thn-2021athitam-iid-835829813,,
,,,,,,,car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-20-g-bensin-mt-2008-hitam-iid-861239250,,
toyota innova,295000000.0,toyota,innova,2016.0,70.000-75.000,"Jl. Cut Mutia No.3B, RT.003/RW.001, Sepanjang Jaya, Kec. Rawalumbu, Kota Bks, Jawa Barat 17114, Bekasi Timur, Kecamatan Rawalumbu, Bekasi Timur, Jawa barat",car,https://www.olx.co.id/item/olx-autos-toyota-innova-g-diesel-at-2016-abu-abu-metalik-iid-866211414,Automatic,Diesel
toyota innova,192500000.0,toyota,innova,2010.0,180.000-185.000,"Ciledug, Tangerang Kota, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-24-v-solar-at-2010-abu-abu-iid-867211201,Automatic,Bensin
toyota innova,130000000.0,toyota,innova,2011.0,110.000-115.000,"Jl. Kosambi Dalam No.48, RT.1/RW.2, Jatipulo, 11430, Palmerah, Kecamatan Palmerah, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-2011-20-v-bensin-at-arjuna-tomang-iid-866693337,Automatic,Bensin
Q Venturer,350000000.0,,,,,"Ciputat, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/cash-km-29000-kijang-innova-q-bensin-2016-iid-867509250,,
toyota innova,395000000.0,toyota,innova,2021.0,10000,"Pinang (Penang), Tangerang Kota, Banten",car,https://www.olx.co.id/item/innova-v-at-lux-20-bensin-2021-iid-866858198,Otomatis,Bensin
toyota innova,430000000.0,toyota,innova,2019.0,70.000-75.000,"Pondok Aren, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-innova-venturer-24-diesel-at-2019-iid-867503791,Automatic,Diesel
toyota innova,380000000.0,toyota,innova,2017.0,120000,"Bella Terra Lifestyle, Jl. Boulevard Raya No.kav 1, Klp. Gading Tim., 14240, Kelapa Gading, Kecamatan Kelapa Gading, Kota Jakarta Utara, DKI Jakarta",car,https://www.olx.co.id/item/toyota-kijang-innova-24-venturer-2017-bensin-iid-861042155,Otomatis,Bensin
toyota innova,279000000.0,toyota,innova,2017.0,65.000-70.000,"Pondok Aren, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-innova-v-2017-bensin-at-siap-pakai-iid-867501045,Automatic,Bensin
G Bensin,178000000.0,,,2.0,,"Kramatwatu, Serang Kab., Banten",car,https://www.olx.co.id/item/toyota-kijang-innova-20-automatic-2013-iid-867499505,,
toyota innova,367000000.0,toyota,innova,2019.0,30000,"Pamulang, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-kijang-innova-2019-bensin-iid-867495482,Otomatis,Bensin
V Luxury Bensin,191000000.0,,,2.0,,"Cikupa, Tangerang Kab., Banten",car,https://www.olx.co.id/item/antik-innova-v-20-luxury-mt-2014-low-km-manual-full-ori-bs-tuker-2015-iid-867494011,,
V Luxury Bensin,191000000.0,,,2.0,,"Ciledug, Tangerang Kota, Banten",car,https://www.olx.co.id/item/innova-v-20-luxury-2014-manual-low-km-mt-antik-full-orisn-bs-tkr-2015-iid-867493294,,
V Luxury Bensin,191000000.0,,,2.0,,"Karawaci, Tangerang Kota, Banten",car,https://www.olx.co.id/item/low-km-innova-v-20-luxury-mt-2014-manual-100full-orisinl-bs-tkr-2015-iid-867492394,,
Venturer Solar,418000000.0,,,2.0,,"Tangerang, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-kijang-innova-2018-diesel-iid-867490402,,
toyota innova,280000000.0,toyota,innova,2018.0,70000,"Pinang (Penang), Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-kijang-innova-2018-bensin-iid-865728927,Otomatis,Bensin
toyota innova,342000000.0,toyota,innova,2019.0,70000,"Tangerang, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-kijang-innova-2019-diesel-iid-867488481,Otomatis,Diesel
toyota innova,296500000.0,toyota,innova,2017.0,50.000-55.000,"Larangan, Tangerang Kota, Banten",car,https://www.olx.co.id/item/low-km-innova-g-diesel-metik-iid-867485179,Automatic Triptonic,Diesel
toyota innova,319000000.0,toyota,innova,2016.0,98305,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-24-v-solar-mt-2016-abu-abu-iid-863122640,Manual,Diesel
toyota innova,130000000.0,toyota,innova,2011.0,110.000-115.000,"Jl. Kosambi Dalam No.48, RT.1/RW.2, Jatipulo, 11430, Palmerah, Kecamatan Palmerah, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-2011-20-v-bensin-at-arjuna-tomang-iid-866693715,Automatic,Bensin
toyota innova,309750000.0,toyota,innova,2018.0,60.000-65.000,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-20-venturer-bensin-2018-at-silver-m-iid-867134202,Automatic,Bensin
toyota innova,336000000.0,toyota,innova,2018.0,60.000-65.000,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-20-q-bensin-at-2018-hitam-iid-866451197,Automatic,Bensin
toyota innova,185000000.0,toyota,innova,2013.0,98497,"Serba Oto Palem Semi,blok A 5 28, Jl. Imam Bonjol No.28, RT.001/RW.009, Panunggangan Bar., Kec. Cibodas, Kota Tangerang, Banten 15138, Panunggangan Barat, Kecamatan Cibodas, Kota Tangerang, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-2013-20-g-luxury-at-bensin-prima-iid-863318350,Otomatis,Bensin
toyota innova,253000000.0,toyota,innova,2018.0,45.000-50.000,"Bursa Mobil Paramount Blok A No 39 Gading Serpong, Tangerang, Banten., Gading Serpong, Kecamatan Kelapa Dua, Tanggerang, Banten",car,https://www.olx.co.id/item/olxautos-toyota-kijang-innova-luxury-2018at-bensin-hitamexistauto-iid-863566099,Automatic,Bensin
toyota innova,177000000.0,toyota,innova,2014.0,135.000-140.000,"Bursa Mobil Citra Raya Blok F No 3 Citra Raya Kelurahan Cikupa Kecamatan Pasar Kemis Tangerang Banten., Citra Raya, Kecamatan Pasar Kemis, Tanggerang, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-20-g-2014-at-bensin-hitam-alpha-iid-866166334,Automatic,Bensin
toyota innova,177000000.0,toyota,innova,2014.0,135.000-140.000,"Bursa Mobil Citra Raya Blok F No 3 Citra Raya Kelurahan Cikupa Kecamatan Pasar Kemis Tangerang Banten., Citra Raya, Kecamatan Pasar Kemis, Tanggerang, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-20-g-2014-at-bensin-hitam-alpha-iid-866166357,Automatic,Bensin
toyota innova,177000000.0,toyota,innova,2014.0,135.000-140.000,"Bursa Mobil Citra Raya Blok F No 3 Citra Raya Kelurahan Cikupa Kecamatan Pasar Kemis Tangerang Banten., Citra Raya, Kecamatan Pasar Kemis, Tanggerang, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-20-g-2014-at-bensin-hitam-alpha-iid-866166376,Automatic,Bensin
toyota innova,345000000.0,toyota,innova,2017.0,80.000-85.000,"Serpong, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/kijang-innova-24-v-matic-thn-2017-iid-866893906,Automatic,Diesel
toyota innova,177000000.0,toyota,innova,2014.0,135.000-140.000,"Bursa Mobil Citra Raya Blok F No 3 Citra Raya Kelurahan Cikupa Kecamatan Pasar Kemis Tangerang Banten., Citra Raya, Kecamatan Pasar Kemis, Tanggerang, Banten",car,https://www.olx.co.id/item/olxautos-toyota-kijang-innova-20-g-2014-at-bensin-hitam-alpha-iid-866166331,Automatic,Bensin
toyota innova,291000000.0,toyota,innova,2020.0,32307,"Pondok Aren, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-20-g-at-2020-hitam-iid-864355234,Otomatis,Bensin
toyota innova,390000000.0,toyota,innova,2020.0,30.000-35.000,"Cikupa, Tangerang Kab., Banten",car,https://www.olx.co.id/item/tdp-70jt-innova-24-v-at-2020-mulussss-iid-866177493,Automatic,Diesel
G Luxury Bensin,389000000.0,,,2.0,,"Cikupa, Tangerang Kab., Banten",car,https://www.olx.co.id/item/innova-v-at-24-diesel-reborn-tahun-2018-pemakaian-tahun-2019-iid-867466743,,
V Solar,352000000.0,,,2.0,,"Cibodas, Tangerang Kota, Banten",car,https://www.olx.co.id/item/dijual-innova-reborn-v-luxury-diesel-matic-iid-867467114,,
E Bensin,160000000.0,,,2.0,,"Neglasari, Tangerang Kota, Banten",car,https://www.olx.co.id/item/toyota-kijang-innova-2013-bensin-iid-864729918,,
toyota innova,387000000.0,toyota,innova,2019.0,24594,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-24-v-solar-at-2019-hitam-iid-862629558,Otomatis,Diesel
toyota innova,184999000.0,toyota,innova,2013.0,40.000-45.000,"Ciputat, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/innova-g-manual-2013-putih-low-km40rban-istimewa-gress-iid-867462304,Manual,Bensin
toyota innova,281000000.0,toyota,innova,2017.0,74305,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-20-v-luxury-bensin-at-2017-iid-864338133,Otomatis,Bensin
toyota innova,392000000.0,toyota,innova,2020.0,20.000-25.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-20-venturer-bensin-at-2020-hitam-iid-865630138,Automatic,Bensin
toyota innova,325000000.0,toyota,innova,2019.0,30.000-35.000,"Jalan Panjang No.168, Kedoya, RT.11/RW.2, Kedaung Kali Angke, 11710, Kedoya, Kecamatan Cengkareng, Kota Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-innova-2019-20-v-at-bensin-putih-pjm-iid-861259360,Automatic,Bensin
toyota innova,135000000.0,toyota,innova,2010.0,160000,"Pamulang, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/toyota-kijang-innova-v-2010-matic-gress-sekali-iid-867452123,Otomatis,Bensin
toyota innova,262000000.0,toyota,innova,2017.0,65.000-70.000,"Kelapa Dua, Tangerang Kab., Banten",car,https://www.olx.co.id/item/toyota-innova-reborn-g-20-2017-manual-bensin-iid-863145222,Manual,Bensin
toyota innova,185000000.0,toyota,innova,2013.0,98497,"Serba Oto Palem Semi,blok A 5 28, Jl. Imam Bonjol No.28, RT.001/RW.009, Panunggangan Bar., Kec. Cibodas, Kota Tangerang, Banten 15138, Panunggangan Barat, Kecamatan Cibodas, Kota Tangerang, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-kijang-innova-2013-20-g-luxury-at-bensin-prima-iid-863317325,Otomatis,Bensin
toyota innova,399800000.0,toyota,innova,2022.0,0-5.000,"Pondok Aren, Tangerang Selatan Kota, Banten",car,https://www.olx.co.id/item/mobil-baru-new-toyota-kijang-innova-24-dp-murah-2022-iid-867283878,Automatic,Diesel
